term1,term2,label,related
Außendienst,Schulbusschild,Blatt,1
Wohnsitzstaat,Welt,Gesamtheit,1
Haustürgeschäft,Verbreitung,Unternehmen,1
Dauer,Mediumeninteresse,Zeitabschnitt,1
Erziehungszweck,Leistung,Einheit,1
Wohnsitzstaat,Staat,Ergebnis,1
Reiseführer,Dienstanweisung,Zielort,1
Fahrtzweck,Gastfamilie,Taxon,1
Erziehungszweck,Dienstanweisung,Rang,1
Erziehungszweck,Teil,Bezeichnung,1
Dienstreiseverkehr,Unterrichtsgang,Beziehung,1
Reiseführer,Monat,Maß,1
Leistung,Betrieb,Zeitabschnitt,1
Regelleistung,Haustürgeschäft,Aktion,1
Zweck,Schulverein,Menge,1
Klasse,Zahl,Darstellung,1
Fahrt,Form,Anzahl,1
Wagenklasse,Bundesreisekostengesetz,Vorgang,1
Klasse,Schweiz,Bereich,1
Erziehungszweck,Übernachtung,Gegenstand,1
Bundesreisekostengesetz,Wiki-form,Modell,1
Fahrtzweck,Arbeitsanweisung,Handlung,1
Klasse,Tätigkeit,Vorgang,1
Tätigkeit,Dienstgang,Partnern,1
Leistung,Durchführung,Gesellschaft,1
Form,Schulbusschild,Ort,1
Dienstreiseverkehr,Mitreisen,Bewegung,1
Wohnsitzstaat,Bahn,Handlung,1
Arbeitsgesetz,Roman,Abbildung,1
Austauschreise,Weltumrundung,Reise,1
Regelleistung,Außendienst,Aktion,1
Linienverkehr,Dienstreise,Bewegung,1
Studienfahrt,Reiseform,Ordnung,1
Zweck,Tätigkeit,Eltern,1
Staat,Transportmittel,Geschäft,1
Freizeitverkehr,Auslandreisen,Betätigung,1
Freizeitverkehr,Zweck,Zustand,1
Wagenklasse,Soldat,Anzahl,1
Zweck,Gesellschaft,Raum,1
Fahrtzweck,Form,Relation,1
Form,Mensch,Familie,1
Wiki-form,Dienstgang,Konzeption,1
Taggeld,Organisation,Mittel,1
Beförderungsklasse,Dienst,Kanton,1
Transitstaat,Mensch,Handlung,1
Reiseverkehr,Monat,Ablauf,1
Reiseform,Geschichte,Eltern,1
Zweck,Gastfamilie,Taxon,1
Fahrtzweck,Erziehungszweck,Anstellung,1
Regelleistung,Ziel,Verhalten,1
Beförderungsklasse,Land,Teil,1
Fahrtzweck,Tätigkeit,Güte,1
Zweck,Roman,Arbeit,1
Wagenklasse,Dienstanweisung,Teil,1
Wiki-form,Grund,Menge,1
Rechtsbegriff,Milliarde,Vorstellung,1
Freizeitverkehr,Linienverkehr,Gericht,1
Arbeitszeit,Monat,Raumzeit,1
Klassenfahrt,Flug,Fortbewegung,1
Nicht-schengen-staat,Beförderungsklasse,Ergebnis,1
Arbeitszeit,Woche,Zeitspanne,1
Außendienst,Teil,Folge,1
Nicht-schengen-staat,Kennenlernen,Ort,1
Reiseart,Familie,Geologie,1
Fahrtzweck,Durchführung,Konzeption,1
Hochphase,Jahr,Gegenwart,1
Fahrtzweck,Gastfamilie,Gemeinschaft,1
Zweck,Reisegrund,Kategorie,1
Wohnsitzstaat,Dienst,Kanton,1
Arbeitszeit,Zahl,Kleidungsstück,1
Frauenfahrt,Hochkulturschema,Klasse,1
Zweck,Arbeitsleistung,Geschehnis,1
Dienst,Unterweisung,Unternehmung,1
Zweck,Gruppe,Person,1
Form,Unterrichtsgang,Schicht,1
Zweck,Studie,Handlung,1
Frauenfahrt,Mitreisen,Bewegung,1
Dienstreise,Information,Liste,1
Nicht-schengen-staat,Ausgabe,Tätigkeit,1
Zweck,Betrieb,Klasse,1
Beförderungsklasse,Dienstgang,Plural,1
Reiseverkehr,Dienstgang,Verbindung,1
Reiseform,Roman,Menge,1
Zweck,Musterschule,Gerät,1
Frauenfahrt,Stelle,Ordnung,1
Freizeitverkehr,Reiseverkehr,Veränderung,1
Linienverkehr,Flug,Wechsel,1
Schulfahrt,Privatwirtschaft,Klasse,1
Beförderungsklasse,Anfangphase,Kategorie,1
Zweck,Durchführung,Kategorie,1
Wagenklasse,Form,Modell,1
Fahrt,Welt,Schicht,1
Studienfahrt,Berg,Taxon,1
Wiki-form,Verbrechen,Schicht,1
Fahrtzweck,Arbeitsort,Anstellung,1
Regelleistung,Stelle,Geschehnis,1
Fahrt,Frau,Ort,1
Leistung,Unternehmen,Rechtsform,1
Frauenfahrt,Hippie-bewegung,Kategorie,1
Arbeitsleistung,Verkehrsmittel,Werkzeug,1
Leistung,Schulbusschild,Werkzeug,1
Dienstreiseverkehr,Schild,Abschnitt,1
Musterschule,Aufenthalt,Zahl,1
Linienverkehr,Klasse,Raum,1
Transitstaat,Kosten,Mittel,1
Fahrtenprogramm,Bahn,Element,1
Studienfahrt,Zeit,Klasse,1
Reiseform,Unternehmen,Gliederung,1
Staat,Rahmen,Beziehung,1
Wohnsitzstaat,Dienstgang,Arbeit,1
Fahrtzweck,Gesellschaft,Gegenstand,1
Reiseform,Regelung,Partnern,1
Hochphase,Transportmittel,Raumzeit,1
Beförderungsklasse,Reiseziel,Werkzeug,1
Form,Klassenfahrt,Grundeinheit,1
Wagenklasse,Gesellschaft,Menge,1
Beschreibung,Organisation,Aufzählung,1
Klasse,Organisation,Rang,1
Nicht-schengen-staat,Reiseverkehrsmittel,Gesamtheit,1
Staat,Mensch,Verhältnis,1
Erziehungszweck,Hippie-bewegung,Kategorie,1
Fahrt,Ort,Gruppe,1
Wohnsitzstaat,Austauschjahr,Einheit,1
Dienstgang,Eisenbahn,Gang,1
Frauenfahrt,Bestandteil,Klasse,1
Freizeitverkehr,Bedeutung,Verfassung,1
Fahrt,Verb,Grundeinheit,1
Zweck,Jahrhundert,Abschnitt,1
Kontinent,Österreich,Staat,1
Regelleistung,Landschulwoche,Ablauf,1
Außendienst,Stelle,Liste,1
Frauenfahrt,Unternehmen,Ordnung,1
Reiseverkehr,Frau,Gang,1
Nicht-schengen-staat,Aufwand,Mittel,1
Klasse,Frau,Art,1
Wagenklasse,Aufenthalt,Zahl,1
Schule,Wohnung,Möglichkeit,1
Arbeitsleistung,Arbeitspflicht,Arbeit,1
Fahrtzweck,Abenteuer,Menge,1
Information,August,Maß,1
Regelleistung,Beschreibung,Verhalten,1
Erziehungszweck,Sicherheit,Einheit,1
Arbeitsleistung,Beschreibung,Angelegenheit,1
Richter,Bestimmung,Zielort,1
Programm,Schild,Stück,1
Form,Tätigkeit,Gemeinschaft,1
Haustürgeschäft,Erziehungsarbeit,Aktion,1
Arbeitsleistung,Information,Ortgang,1
Schulfahrt,Stelle,Grundeinheit,1
Staat,Erziehungsarbeit,Ortgang,1
Schülerfahrt,Freizeitverkehr,Veränderung,1
Schülerfahrt,Dienst,Klasse,1
Kontinent,Band,Erdschicht,1
Zweck,Treffen,Geschäft,1
Arbeit,Transportmittel,Stelle,1
Studienfahrt,Leistung,Kategorie,1
Dienstgeschäft,Organisation,Ausscheidung,1
Beförderungsklasse,Schweiz,Anzahl,1
Beförderungsklasse,Tramp,Abschnitt,1
Roman,Art,Partnern,1
Regelarbeitszeit,Dienstgang,Raumzeit,1
Schulreise,Dienstreise,Bewegung,1
Zweck,Schule,Anzahl,1
Pflicht,Kontinent,Aufgabe,1
Nicht-schengen-staat,Transportmittel,Mittel,1
Form,Wohlfahrtsverband,Teileinheit,1
Form,Stelle,Zahl,1
Schulverein,Kraftfahrzeug,Gerät,1
Programm,Betrieb,Gegenstand,1
Zweck,Betrieb,Ordnung,1
Schülerfahrt,Trivialschema,Art,1
Fahrtzweck,Bezug,Gruppe,1
Wagenklasse,Gastfamilie,Abbildung,1
Klasse,Gruppe,Teileinheit,1
Studienfahrt,Reise,Zustand,1
Schülerfahrt,Verb,Gruppe,1
Fahrt,Zweck,Konzept,1
Wagenklasse,Soldat,Lebewesen,1
Einkommensteuergesetz,Weltreiseführer,Mensch,1
Reise,Tramper-bewegung,Verfassung,1
Fahrtenerlass,Schülerliste,Anordnung,1
Studienfahrt,Pflicht,Verhältnis,1
Fahrt,Reisegrund,Gruppe,1
Schülerfahrt,Stelle,Taxon,1
Nicht-schengen-staat,Lernen,Handlung,1
Zweck,Betriebsausgabe,Gegenstand,1
Schulverein,Welt,Personengruppe,1
Fahrtzweck,Art,Gemeinschaft,1
Fahrtzweck,Rechtsbegriff,Abbildung,1
Fahrt,Transitstaat,Ort,1
Klasse,Betriebsausgabe,Mensch,1
Erziehungszweck,Verein,Anzahl,1
Regelarbeitszeit,Bundesland,Teil,1
Zweck,Schiff,Rang,1
Fahrt,Leistung,Tätigkeit,1
Schülerfahrt,Gastfamilie,Gruppe,1
Transitstaat,Land,Mittel,1
Erziehungszweck,Österreich,Abschnitt,1
Bundesreisekostengesetz,Reiseverkehrsmittel,Gesamtheit,1
Klasse,Treffen,Tätigkeit,1
Beförderungsklasse,Außendienst,Tätigkeit,1
Staat,Geschäftsreise,Zustand,1
Außendienst,Dienstreise,Software,1
Form,Zeit,Teil,1
Dienstgeschäft,Familie,Lebewesen,1
Weltreiseführer,Hippie-generation,Lebewesen,1
Fahrtkosten,Regelleistung,Energie,1
Erziehungszweck,Grund,Klasse,1
Haustürgeschäft,Erziehungsarbeit,Unternehmung,1
Leistung,Erziehungsarbeit,Geschäft,1
Frauenfahrt,Welt,Verhältnis,1
Schülerfahrt,Leistung,Beziehung,1
Beförderungsklasse,Verb,Abschnitt,1
Klasse,Reisekosten,Energie,1
Schulprogramm,Soldat,Konzept,1
Arbeitszeit,Beginn,Zeitabschnitt,1
Klasse,Dauer,Abschnitt,1
Nicht-schengen-staat,Wohnsitzstaat,Aufwand,1
Fahrt,Unterrichtsgang,Eltern,1
Europa,Asien,Verein,1
Dienst,Roman,Aktion,1
Erziehungszweck,Unterrichtsgang,Verein,1
Zweck,Dienst,Wohnung,1
Gastschüler,Arbeitgeber,Person,1
Wagenklasse,Grund,Modell,1
Klasse,Teil,Raumzeit,1
Haustürgeschäft,Richtung,Geschehnis,1
Studienfahrt,Geschichte,Konzeption,1
Klasse,Reiseführer,Teil,1
Schülerfahrt,Linienverkehr,Verhältnis,1
Reiseform,Mensch,Familie,1
Frauenfahrt,Freizeitverkehr,Art,1
Linienverkehr,Erledigung,Abschnitt,1
Schulverein,Verein,Planung,1
Zweck,Schweiz,Raum,1
Frauenfahrt,Trivialschema,Art,1
Wagenklasse,Reiseart,Güte,1
Zweck,Bestimmung,Einrichtung,1
Frauenfahrt,Freizeitverkehr,Zustand,1
Ort,Frau,Möglichkeit,1
Klasse,Ort,Abschnitt,1
Fahrtzweck,Information,Kategorie,1
Beförderungsklasse,Wohnung,Rang,1
Gefährdungsbeurteilung,Richter,Text,1
Fahrtzweck,Wiki-form,Anforderungen,1
Linienverkehr,Dienst,Beziehung,1
Studienfahrt,Nicht-schengen-staat,Verhältnis,1
Klasse,Familie,Lebewesen,1
Staat,Pflicht,Verhältnis,1
Form,Gesellschaft,Menge,1
Schulfahrt,Verbrechen,Zustand,1
Fahrtzweck,Information,Zelle,1
Unterrichtsgang,Wohnung,Vermögen,1
Reiseform,Soldat,Ablauf,1
Staat,Jahr,Teileinheit,1
Reise,Dienstgang,Art,1
Einkommensteuergesetz,Bahn,Darstellung,1
Einkommensteuergesetz,Organisation,Verhalten,1
Richter,Bestimmung,Ermittlung,1
Zweck,Monat,Objekt,1
Bundesreisekostengesetz,Tätigkeit,Modell,1
Erziehungsarbeit,Abenteuer,Zeitabschnitt,1
Schulprogramm,Privatwirtschaft,Gegenstand,1
Staat,Dienst,Plural,1
Fahrtzweck,Art,Güte,1
Dienstreiseverkehr,Vorphase,Ablauf,1
Staat,Regelleistung,Tätigkeit,1
Wagenklasse,Ort,Raumzeit,1
Schulreise,Schulwanderung,Reise,1
Prestigemotivation,Klasse,Ergebnis,1
Zweck,Reiseform,Form,1
Schulprogramm,Beurteilung,Gegenstand,1
Wohnsitzstaat,Erledigung,Aufwand,1
Zeit,Welt,Element,1
Klasse,Familie,Platz,1
Leistung,Unterrichtsgang,Platz,1
Fahrtenprogramm,Dienstreise,Folge,1
Zweck,Reiseart,Raum,1
Arbeitsleistung,Dienststelle,Verhalten,1
Beförderungsklasse,Gastfamilie,Raumzeit,1
Wagenklasse,Dienstreise,Kategorie,1
Freizeitverkehr,Reiseverkehr,Zustand,1
Programm,Fahrzeug,Objekt,1
Erziehungszweck,Sicherheit,Güte,1
Schulprogramm,Roman,Bezeichnung,1
Studienfahrt,Gruppe,Kategorie,1
Kennenlernen,Unterweisung,Unternehmen,1
Gastschüler,Familie,Mensch,1
Bundesreisekostengesetz,Autofahrer,Person,1
Eisenbahn,Unterweisung,Rechtsform,1
Klasse,Jahr,Truppenteil,1
Wiki-form,Unterrichtsgang,Ablauf,1
Arbeitspflicht,Arbeit,Anstrengung,1
Arbeitszeit,Grund,Teil,1
Reiseform,Betrieb,Grundeinheit,1
Bundesreisekostengesetz,Regel,Monatsblutung,1
Fahrtzweck,Tramper-bewegung,Klasse,1
Kilometergeld,Schweiz,Mittel,1
Einkommensteuergesetz,Einsatzorganisation,Gesamtheit,1
Schulfahrt,Roman,Eigenschaft,1
Frauenfahrt,Mensch,Gattung,1
Regelarbeitszeit,Landschulwoche,Moment,1
Integrationsmilieu,Bahn,Gesamtheit,1
Schulfahrt,Regelung,Gruppe,1
Schülerfahrt,Fahrt,Eigenschaft,1
Motivation,Klasse,Ergebnis,1
Wagenklasse,Beförderungsklasse,Güte,1
Transitstaat,Information,Bereich,1
Erziehungszweck,Verbrechen,Menge,1
Erziehungszweck,Reiseverkehrsmittel,Gegenstand,1
Erziehungszweck,Regelung,Großeltern,1
Dienst,August,Zeitabschnitt,1
Kilometergeld,Erledigung,Mittel,1
Jahr,Stelle,Zeitabschnitt,1
Erziehungszweck,Leistung,Tätigkeit,1
Reiseverkehr,Abenteuer,Verfassung,1
Klasse,Betriebsausgabe,Gegenstand,1
Trennungsgeld,Schulbusschild,Mittel,1
Zweck,Aufenthalt,Ausdruck,1
Beförderungsklasse,Schüler,Raum,1
Fahrtzweck,Bestimmung,Raum,1
Transitstaat,Form,Gebiet,1
Beförderungsklasse,Bestimmung,Menge,1
Wiki-form,Arbeit,Familie,1
Zweck,Welt,Verbindung,1
Klasse,Organisation,Ort,1
Erziehungszweck,Verbreitung,Einheit,1
Staat,Wagenklasse,Bereich,1
Milieu,Verb,Gesamtheit,1
Dienstreiseverkehr,Matura-reise,Bewegung,1
Beförderungsklasse,Bestandteil,Teil,1
Trennungsgeld,Erledigung,Mittel,1
Erziehungszweck,Science-fiction-roman,Abschnitt,1
Regelleistung,Arbeit,Geschäft,1
Zweck,Auto,Gegenstand,1
Leistung,Band,Gegenstand,1
Reiseführer,Bestimmung,Satzteil,1
Linienverkehr,Unternehmen,Zustand,1
Ausgabe,Stelle,Ausdruck,1
Zweck,Zeit,Bezeichnung,1
Beförderungsklasse,Gruppe,Zahl,1
Schulfahrt,Reiseverkehr,Art,1
Wagenklasse,Stelle,Vermögen,1
Studienfahrt,Gastfamilie,Zustand,1
Reiseverkehr,Schulausflug,Bewegung,1
Wagenklasse,Gesellschaft,Truppenteil,1
Klasse,Eisenbahn,Gang,1
Transitstaat,Jahrhundert,Truppenteil,1
Fahrt,Information,Wechsel,1
Wagenklasse,Familie,Ergebnis,1
Klasse,Wohlfahrtsverband,Ort,1
Fahrtzweck,Ort,Klasse,1
Deutschland,Österreich,Bestandteil,1
Beförderungsklasse,Schiff,Einheit,1
Wohlfahrtsverband,Richter,Anordnung,1
Dienstreiseverkehr,Teil,Abschnitt,1
Schule,Teil,Einrichtung,1
Leistung,Musterschule,Geschäft,1
Freizeitverkehr,Klasse,Gang,1
Aufenthalt,Arbeitsstätte,Möglichkeit,1
Zweck,Musterschule,Bereich,1
Zweck,Gastfamilie,Konzept,1
Fahrtenprogramm,Programm,Verzeichnis,1
Reise,Bestimmung,Art,1
Schulfahrt,Eisenbahn,Kategorie,1
Erziehungszweck,Reiseform,Endzustand,1
Bundesreisekostengesetz,Frau,Mensch,1
Unterrichtsgang,Anhalter,Verbindung,1
Form,Bahn,Anzahl,1
Staat,Stelle,Aktion,1
Arbeitszeit,Bestimmung,Gegenwart,1
Fahrt,Reiseart,Art,1
Wegzeit,Jahrhundert,Zeit,1
Transitstaat,Beförderungsklasse,Einheit,1
Schulprogramm,Dienst,Software,1
Linienverkehr,Rahmen,Beziehung,1
Erziehungszweck,Art,Werkzeug,1
Freizeitverkehr,Reise,Veränderung,1
Linienverkehr,Dienstgang,Erledigung,1
Schulfahrt,Studienfahrt,Klasse,1
Beförderungsklasse,Betrieb,Tätigkeit,1
Regelarbeitszeit,Geschichte,Zeitspanne,1
Klasse,Million,Ziffer,1
Wagenklasse,Musterschule,Kanton,1
Zweck,Geschichte,Taxon,1
Regelleistung,Erziehungsarbeit,Berufstätigkeit,1
Abi-reise,Schulwanderung,Veränderung,1
Reiseverkehr,Dienstgang,Gericht,1
Gastschüler,Unternehmen,Person,1
Fahrtzweck,Auto,Objekt,1
Klasse,Transportmittel,Menge,1
Ort,Familie,Vermögen,1
Zweck,Form,Wert,1
Lehrkraft,Anhalter,Erledigung,1
Zweck,Familie,Folge,1
Klasse,Land,Einheit,1
Erziehungszweck,Gastfamilie,Kategorie,1
Science-fiction-roman,Unterrichtsgang,Klassifikation,1
Fahrtzweck,Science-fiction-roman,Ordnung,1
Leistung,Erledigung,Ausscheidung,1
Erziehungszweck,Dienstreise,Tätigkeit,1
Arbeitsleistung,Schild,Bereich,1
Wagenklasse,Dienstgeschäft,Gruppe,1
Schulfahrt,Austauschreise,Zustand,1
Ausgabe,Bürger,Gang,1
Fahrtzweck,Arbeit,Klasse,1
Arbeitsgesetz,Tätigkeit,Modell,1
Reiseform,Gesellschaft,Klasse,1
Form,Grund,Gebiet,1
Schule,Arbeitszeit,Gegenstand,1
Arbeitgeber,Abenteuer,juristische,1
Form,Mensch,Klassifikation,1
Dienstreiseverkehr,Wegzeit,Ablauf,1
Beförderungsklasse,Schule,Konzept,1
Fahrtzweck,Zweck,Gattung,1
Arbeitsleistung,Arbeit,Plural,1
Wagenklasse,Verein,Kategorie,1
Zweck,Bahn,Form,1
Rahmen,Bahn,Erwerben,1
Schüler,Gastfamilie,Person,1
Reiseform,Dienstgang,Teileinheit,1
Schüler,Mensch,Hausflur,1
Transitstaat,Dienstgang,Kanton,1
Dienst,Transportmittel,Plural,1
Reiseverkehr,Frau,Raum,1
Einkommensteuergesetz,Regelleistung,Verhalten,1
Dienstreiseverkehr,Abi-reise,Bewegung,1
Klasse,Organisation,Verhalten,1
Reiseverkehr,Anhalter,Gasse,1
Fahrt,Science-fiction-roman,Gemeinschaft,1
Sicherheit,Reiseart,Abteilung,1
Arbeitsleistung,Mensch,Ortgang,1
Wagenklasse,Familie,Güte,1
Studienfahrt,Roman,Kategorie,1
Wagenklasse,Deutschland,Ort,1
Freizeitverkehr,Dienst,Ablauf,1
Form,Stelle,Teil,1
Schulfahrt,Interesse,Kategorie,1
Schulfahrt,Freizeitverkehr,Betrieb,1
Fahrt,Reiseart,Eltern,1
Wiki-form,Unterrichtsgang,Anzahl,1
Fahrt,Bedeutung,Anzahl,1
Beförderungsklasse,Dienstgeschäft,Gruppe,1
Teil,Verb,Bedeutung,1
Reise,Abenteuer,Verfassung,1
Dienst,Pflicht,Platz,1
Studienfahrt,Verb,Art,1
Dienstgang,Mitnahme,Moment,1
Welt,Bahn,Einkünfte,1
Erziehungszweck,Sicherheit,Partnern,1
Außendienst,Welt,Gerät,1
Vorphase,Betriebsausgabe,Zeit,1
Transitstaat,Schild,Gebiet,1
Wohnsitzstaat,Verkehrsmittel,Mittel,1
Beurteilung,Information,Sprache,1
Form,Unternehmen,Taxon,1
Wohnsitzstaat,Staat,Tätigkeit,1
Fahrtzweck,Inselsberg,Gegenstand,1
Leistung,Beginn,Zeitabschnitt,1
Beförderungsklasse,Verkehrsmittel,Werkzeug,1
Wagenklasse,Dienst,Schicht,1
Arbeit,Treffen,juristische,1
Leistung,Zeit,Gegenstand,1
Klasse,Wiki-form,Kategorie,1
Reiseführer,Band,Verbindung,1
Schulfahrt,Arbeitsanweisung,Zustand,1
Klasse,Unterhaltungsbetrieb,Rang,1
Reiseführer,Milliarde,Zeichen,1
Regelleistung,Abenteuer,Berufstätigkeit,1
Erziehungszweck,Gastfamilie,Einrichtung,1
Schulprogramm,Verbreitung,Konzept,1
Klasse,Durchführung,Gesamtheit,1
Wiki-form,Deutschland,Truppenteil,1
Schulfahrt,Weltreise,Bewegung,1
Schülerfahrt,Stelle,Eigenschaft,1
Klasse,Reisekosten,Aufwand,1
Nicht-schengen-staat,Unternehmen,Handlung,1
Staat,Dienststelle,Kanton,1
Hochphase,August,Zeit,1
Integrationsmilieu,Literatur,Gesamtheit,1
Form,Ausgabe,Raumzeit,1
Erziehungszweck,Dienststelle,Werkzeug,1
Übernachtungskosten,Passen,Mittel,1
Klasse,Anhalter,Raum,1
Zweck,Teil,Handlung,1
Zweck,Schule,Güte,1
Kontinent,Asien,Verbundenheit,1
Form,Dienstreise,Anzahl,1
Wiki-form,Transportmittel,Rang,1
Staat,Welt,Verhältnis,1
Schulreise,Hippie-bewegung,Zustand,1
Schulfahrt,Roman,Art,1
Schule,Transportmittel,Gegenstand,1
Beförderungsklasse,Dienstreise,Klasse,1
Land,Weblink,Verein,1
Schulfahrt,Verbreitung,Kategorie,1
Reiseverkehr,Auslandreisen,Bewegung,1
Dienstgeschäft,Arbeit,Aktion,1
Ort,Übernachtung,Stelle,1
Wiki-form,Form,Eigenschaft,1
Mitfahren,Fernflug,Disziplin,1
Frauenfahrt,Reiseform,Art,1
Beförderungsklasse,Schulbus,Werkzeug,1
Studienfahrt,Schild,Beziehung,1
Form,Mensch,Anzahl,1
Fahrtzweck,Gruppe,Schicht,1
Schulbus,Einsatzorganisation,Gerät,1
Dienst,Information,Gerät,1
Klasse,Transportmittel,Raum,1
Einkommensteuergesetz,Autofahrer,Mensch,1
Schule,Richtung,Ausscheidung,1
Wagenklasse,Österreich,Kanton,1
Roman,Deutschland,Geologie,1
Zweck,Bahn,Anzahl,1
Programm,Verkehrsmittel,Gegenstand,1
Taggeld,Erziehungszweck,Mittel,1
Studienfahrt,Interesse,Klasse,1
Wagenklasse,Hochphase,Bereich,1
Beförderungsklasse,Verbreitung,Schicht,1
Beförderungsklasse,Tramper-bewegung,Gruppe,1
Milieu,Arbeit,Gesamtheit,1
Fahrt,Außendienst,Teileinheit,1
Wagenklasse,Beförderungsklasse,Ortgang,1
Zweck,Betrieb,Abschnitt,1
Fahrt,Reise,Bewegung,1
Tramp,Unternehmen,Erledigung,1
Arbeitszeit,Bestimmung,Teil,1
Ausgabe,Teil,Werk,1
Zweck,Begriff,Teileinheit,1
Klasse,Schulprogramm,Werkzeug,1
Sicherheit,Verb,Eltern,1
Reiseform,Reiseart,Abbildung,1
Reisegrund,Richter,Stück,1
Fahrtenprogramm,Stelle,Folge,1
Reiseverkehr,Schüler,Abschnitt,1
Klasse,Verb,Anzahl,1
Fahrtzweck,Hochkulturschema,Familie,1
Roman,Rahmen,Erwerben,1
Zweck,Österreich,Arbeit,1
Fahrtzweck,Schulverein,Handlung,1
Fahrtzweck,Dienstgang,Eltern,1
Reiseführer,Schülerliste,Wort,1
Verein,Art,Zusammenspiel,1
Beförderungsklasse,Erledigung,Tätigkeit,1
Erziehungszweck,Schulverein,Kategorie,1
Inselsberg,Unterweisung,Durchführung,1
Reiseform,Hochkulturschema,Konzept,1
Reiseform,Dienstreise,Truppenteil,1
Zweck,Verbrechen,Großeltern,1
Wagenklasse,Dienstreise,Einheit,1
Reiseform,Reiseart,Modell,1
Schild,Wohlfahrtsverband,Wohnung,1
Tätigkeit,Gastfamilie,Domäne,1
Klasse,Dienstgang,Einheit,1
Regelleistung,Betrieb,Plural,1
Schüler,Art,Person,1
Zweck,Ort,Ausdruck,1
Dienstreiseverkehr,Richter,Laufen,1
Fahrtenprogramm,Verb,Bezeichnung,1
Reiseverkehr,Mensch,Gang,1
Form,Frau,Vorgang,1
Erziehungszweck,Dienstgang,Großeltern,1
Erziehungszweck,Schule,Güte,1
Dienstgeschäft,Haustürgeschäft,Geschehnis,1
Beförderungsklasse,Art,Tätigkeit,1
Einkommensteuergesetz,Verbreitung,Verhalten,1
Einkommensteuergesetz,Fahren,Gesamtheit,1
Einkommensteuergesetz,Abenteuer,Vorgang,1
Studienfahrt,Dienstgang,Zustand,1
Zweck,Mensch,Raumzeit,1
Kosten,Arbeitspflicht,Energie,1
Transitstaat,Staat,Aufgabe,1
Reiseführer,Art,Vermögen,1
Wegzeit,Tag,Zeitabschnitt,1
Zweck,Transportmittel,Ort,1
Reise,Hippie-bewegung,Betrieb,1
Schulbusschild,Roman,Bezug,1
Fahrtenprogramm,Autofahrer,Gegenstand,1
Studienfahrt,Reisesicherheit,Art,1
Schulfahrt,Asien,Beziehung,1
Einkommensteuergesetz,Schulbusschild,Gesamtheit,1
Transitstaat,Land,Truppenteil,1
Grund,Gesellschaft,Zeichen,1
Freizeitverkehr,Anfangphase,Abschnitt,1
Staat,Beurteilung,Tätigkeit,1
Fahrtzweck,Verbreitung,Eltern,1
Klasse,Richter,Gang,1
Erziehungszweck,Familie,Schicht,1
Bedeutung,Unternehmen,Bedeutungen,1
Erziehungszweck,Frau,Verbindung,1
Staat,Dienstgang,Verhältnis,1
Frauenfahrt,Autor,Art,1
Klasse,Welt,Handlung,1
Zweck,Gruppe,Abschnitt,1
Schulfahrt,Ausgabe,Art,1
Schulbusschild,Schild,Wissenschaft,1
Schulprogramm,Tag,Element,1
Form,Dienstreise,Konzept,1
Staat,Grund,Bereich,1
Nicht-schengen-staat,Dienstanweisung,Handlung,1
Wagenklasse,Deutschland,Schicht,1
Wagenklasse,Unterrichtsgang,Gruppe,1
Reiseform,Bezug,Modell,1
Arbeitsleistung,Ziel,Ausscheidung,1
Erziehungszweck,Gruppe,Modell,1
Hauptmotivation,Richter,Ergebnis,1
Fahrt,Zweck,Verfassung,1
Beförderungsklasse,Bahn,Raum,1
Bürger,Frau,Erledigung,1
Schule,Schweiz,Gerät,1
Staat,Verein,Bereich,1
Fahrtzweck,Abenteuer,Teileinheit,1
Zweck,Arbeitsstätte,Menge,1
Wagenklasse,Bestandteil,Güte,1
Fahrtzweck,Erziehungszweck,Kategorie,1
Schulfahrt,Unternehmen,Gattung,1
Erziehungszweck,Regelleistung,Handlung,1
Selbstverwirklichungsmilieu,Verbreitung,Gesamtheit,1
Regelleistung,Durchführung,Geschehnis,1
Wiki-form,Schülersammelliste,Anordnung,1
Zweck,Art,Rang,1
Fahrt,Bedeutung,Teileinheit,1
Frauenfahrt,Kraftfahrzeug,Beziehung,1
Arbeit,Studie,Angelegenheit,1
Beförderungsklasse,Klasse,Ergebnis,1
Wohnsitzstaat,Beförderungsklasse,Handlung,1
Transitstaat,Verb,Einheit,1
Klasse,Erledigung,Kategorie,1
Transitstaat,Erledigung,Tätigkeit,1
Schule,Schiff,Gerät,1
Schulfahrt,Trivialschema,Familie,1
Zweck,Reiseform,Raum,1
Zweck,Schiff,Anzahl,1
Betriebsausgabe,Million,Wert,1
Wagenklasse,Grund,Anzahl,1
Dienst,Caritasverband,Planung,1
Weltreiseführer,Stelle,Buch,1
Taggeld,Kilometergeld,Mittel,1
Zweck,Hochkulturschema,Relation,1
Einkommensteuergesetz,Band,Gesamtheit,1
Land,Band,Erdschicht,1
Fahrt,Erledigung,Verhältnis,1
Fahrtzweck,Bedeutung,Einheit,1
Schulprogramm,Programm,Blatt,1
Dienstgang,Unterrichtsgang,Verbindung,1
Fahrt,Erziehungszweck,Gemeinschaft,1
Ort,Reisegrund,Betriebsstätte,1
Fahrt,Anhalter,Raum,1
Fahrtenprogramm,Bestandteil,Kleidungsstück,1
Wagenklasse,Möglichkeit,Vermögen,1
Beförderungsklasse,Welt,Vermögen,1
Wagenklasse,Organisation,Gebiet,1
