term1,term2,related
Wagenklasse,Musterschule,1
Kilometergeld,Schulprogramm,1
Mensch,Welt,1
Staat,Interesse,1
Fahrtenprogramm,Woche,1
Staat,Niveaumilieu,1
Hochphase,Ausgabe,1
Reiseverkehr,Reiseart,1
Linienverkehr,Privatwirtschaft,1
Niveaumilieu,Verein,1
Zweck,Richter,1
Schulprogramm,Schulbusschild,1
Anfangphase,Organisation,1
Einkommensteuergesetz,Bestandteil,1
Erziehungszweck,Straßenverbindung,1
Gastfamilie,Familie,1
Wohnsitzstaat,Strandaufenthalt,1
Form,Verbreitung,1
Reiseführer,Information,1
Schülersammelliste,Dienstreise,1
Schulprogramm,Dienstanweisung,1
Frauenfahrt,Programm,1
Freizeitverkehr,Fernflug,1
Dienstreiseverkehr,Dienstreise,1
Reiseverkehr,Million,1
Einkommensteuergesetz,Abgefahren,1
Fahren,Sicherheitsregel,1
Staat,Austauschjahr,1
Dienstgeschäft,Auswärtstätigkeit,1
Arbeitsleistung,Richtung,1
Dienstreiseverkehr,Arbeitszeit,1
Einsatzorganisation,Transportmittel,1
Tätigkeit,Roman,1
Pflicht,Eisenbahn,1
Studienfahrt,Wohlfahrtsverband,1
Schülerliste,Teil,1
Motivation,Regelleistung,1
Regelarbeitszeit,Gruppe,1
Dienst,Frau,1
Arbeitszeit,Stelle,1
Vorphase,Soldat,1
Fahrtzweck,Rahmen,1
Schule,Mensch,1
Freizeitverkehr,Richtung,1
Staat,Band,1
Selbstverwirklichungsmilieu,Trampkultur,1
Reise,Außendienst,1
Reiseführer,Soldat,1
Reiseverkehr,Weltreiseführer,1
Leistung,Privatwirtschaft,1
Trennungsgeld,Auto,1
Nicht-schengen-staat,Zeitaufwand,1
Schild,Regelung,1
Wagenklasse,Trivialschema,1
Betriebsausgabe,Reisegrund,1
Integrationsmilieu,Generation,1
Wiki-form,Durchführung,1
Regelleistung,Dienstreise,1
Unterrichtsgang,Bürger,1
Haustürgeschäft,Unterhaltungsbetrieb,1
Hauptmotivation,Kennenlernen,1
Zweck,Beurteilung,1
Niveaumilieu,Verbrechen,1
Dienstreiseverkehr,Mitnahme,1
Arbeitsleistung,Wohnung,1
Arbeitsleistung,Geschichte,1
Arbeitsort,Fahrer,1
Milieu,Trampkultur,1
Transitstaat,Grund,1
Schulfahrt,Kraftfahrzeug,1
Regelung,Verbreitung,1
Schulfahrt,Auswärtstätigkeit,1
Studienfahrt,Aufenthalt,1
Nicht-schengen-staat,Reiseverkehr,1
Fahrtzweck,Dauer,1
Fahren,Einsatzorganisation,1
Verein,Schiff,1
Anfangphase,Art,1
Musterschule,Schild,1
Schulbusschild,Verein,1
Forschungsweltreise,Klassenfahrt,1
Niveaumilieu,Einkommensteuergesetz,1
Einkommensteuergesetz,Arbeitsanweisung,1
Wohnsitzstaat,Band,1
Wohnsitzstaat,Straßenverbindung,1
Programm,Roman,1
Lehrkraft,Kraftfahrer,1
Bundesreisekostengesetz,Privatwirtschaft,1
Arbeitsgesetz,Roman,1
Niveaumilieu,Schiff,1
Wohlfahrtsverband,Dienstreise,1
Haustürgeschäft,Deutschland,1
Reiseart,Österreich,1
Klasse,Gastfamilie,1
Dienst,Bahn,1
Arbeitszeit,Autofahrer,1
Dienst,Privatwirtschaft,1
Geld,Übernachtungskosten,1
Weltreiseführer,Berg,1
Reiseverkehr,Jahr,1
Deutschland,Bahn,1
Musterschule,Reisegrund,1
Staat,Familie,1
Schülersammelliste,Information,1
Fahrt,Schulbusschild,1
Wegzeit,Familie,1
Tätigkeit,Transportmittel,1
Kosten,Bahn,1
Schulverein,Bahn,1
Arbeit,Erledigung,1
Tätigkeit,Welt,1
Klasse,Unterrichtsgang,1
Reiseform,Schulverein,1
Klasse,Einzelbeschreibung,1
Wiki-form,Schulbusschild,1
Art,Wohnung,1
Verkehrsmittel,Schulverein,1
Niveaumilieu,Hippie-generation,1
Beförderungsklasse,Unterrichtsgang,1
Schulbusschild,Caritasverband,1
Schüler,Gastfamilie,1
Reiseform,Arbeitszeit,1
Fahrt,Richtung,1
Ausgabe,Kraftfahrer,1
Kennenlernen,Unterweisung,1
Betrieb,Gefährdungsbeurteilung,1
Ausgabe,Verb,1
Arbeitsgesetz,Familie,1
Rechtsbegriff,Kraftfahrzeug,1
Arbeit,Fahrzeug,1
Klasse,Arbeitsort,1
Dienstgeschäft,Unterhaltungsbetrieb,1
Zweck,Lernen,1
Beurteilung,Berg,1
Arbeitsort,Bestimmung,1
Gastschüler,Familie,1
Beförderungsklasse,Durchführung,1
Schule,Mitnahme,1
Integrationsmilieu,Einsatzorganisation,1
Studienfahrt,August,1
Reiseform,Milliarde,1
Tätigkeit,Stelle,1
Fahrtzweck,Familie,1
Staat,Monat,1
Tätigkeit,Familie,1
Programm,Reisedauer,1
Regelleistung,Bürger,1
Regelarbeitszeit,Transportmittel,1
Schule,Arbeit,1
Regelleistung,Tag,1
Fahrt,Reiseziel,1
Schulverein,Deutschland,1
Schulprogramm,Arbeitsstätte,1
Gastschüler,Verbreitung,1
Eisenbahn,Verb,1
Schülerfahrt,Nicht-schengen-staat,1
Motivation,Art,1
Tätigkeit,Abenteuer,1
Staat,Weltumrundung,1
Übernachtungskosten,Schweiz,1
Klasse,Ewr-bürger,1
Studienfahrt,Regelung,1
Linienverkehr,Musterschule,1
Regelleistung,Reiseziel,1
Flug,Auslandreisen,1
Anfangphase,Betriebsausgabe,1
Arbeitsgesetz,Teil,1
Schulfahrt,Schülerliste,1
Tätigkeit,Trampertreffen,1
Reiseverkehr,Bestimmung,1
Wiki-form,Programm,1
Frauenfahrt,Bestimmung,1
Wiki-form,Asien,1
Zahl,Kraftfahrzeug,1
Klasse,Einsatzorganisation,1
Schülerfahrt,Organisation,1
Erziehungsarbeit,Arbeitsstätte,1
Reiseverkehr,Teil,1
Regelarbeitszeit,Landschulwoche,1
Haustürgeschäft,Autofahrer,1
Fahrt,Geschäftsreise,1
Ort,Transportmittel,1
Dienstreiseverkehr,Berg,1
Schülerfahrt,Matura-reise,1
Arbeitsort,Ziel,1
Reiseverkehr,Richter,1
Ort,Eisenbahn,1
Form,Schulverein,1
Programm,Inselsberg,1
Regelleistung,Arbeitsanweisung,1
Studienfahrt,Regelleistung,1
Reiseverkehr,Auswärtstätigkeit,1
Integrationsmilieu,Österreich,1
Zweck,Dienstreise,1
Bedeutung,Verb,1
Staat,Regelarbeitszeit,1
Freizeitverkehr,Reise,1
Zeit,Mensch,1
Erziehungszweck,Programm,1
Verein,Wohlfahrtsverband,1
Arbeitszeit,Bestimmung,1
Fahrtenprogramm,Arbeit,1
Flug,Weltumrundung,1
Linienverkehr,Verbindung,1
Zweck,Geschichte,1
Zweck,Arbeitsgesetz,1
Reiseverkehr,Austauschreise,1
Musterschule,Verein,1
Jahr,Erziehungsarbeit,1
Beurteilung,Schiff,1
Klasse,Möglichkeit,1
Linienverkehr,Flug,1
Familie,Verb,1
Schulausflug,Schulwanderung,1
Linienverkehr,Ziel,1
Flug,Information,1
Transitstaat,Interesse,1
Wohnsitzstaat,Berg,1
Form,Außendienst,1
Nicht-schengen-staat,Motivation,1
Erziehungszweck,August,1
Schülerliste,Bundesland,1
Form,Schulprogramm,1
Rechtsbegriff,Zahl,1
Dienstgeschäft,Welt,1
Schulprogramm,Wohnung,1
Transitstaat,Kennenlernen,1
Frauenfahrt,Kraftfahrer,1
Einkommensteuergesetz,Welt,1
Schulbus,Reiseverkehrsmittel,1
Schule,Richter,1
Schulfahrt,Aufenthalt,1
Schulfahrt,Hochphase,1
Wiki-form,Reiseführer,1
Bundesreisekostengesetz,Gesellschaft,1
Matura-reise,Klassenfahrt,1
Leistung,Band,1
Schule,Sicherheit,1
Linienverkehr,Aufenthalt,1
Haustürgeschäft,Studie,1
Schulfahrt,Bürger,1
Schule,Asien,1
Abi-reise,Weltreise,1
Fahrtzweck,Reiseverkehrsmittel,1
Reiseverkehrsmittel,Transportmittel,1
Reise,Form,1
Reiseverkehr,Erledigung,1
Dienstreise,Verb,1
Dienstreiseverkehr,Erledigung,1
Reiseverkehr,Beurteilung,1
Schülerfahrt,Dienst,1
Wohnsitzstaat,Betrieb,1
Schulprogramm,Autofahrer,1
Bundesreisekostengesetz,Unterweisung,1
Schulfahrt,Geschäftsreise,1
Nicht-schengen-staat,Strandaufenthalt,1
Arbeitszeit,Betriebsausgabe,1
Klasse,Ziel,1
Programm,Wohlfahrtsverband,1
Erziehungszweck,Tätigkeit,1
Musterschule,Einzelbeschreibung,1
Reise,Beurteilung,1
Arbeitszeit,Einsatzorganisation,1
Einkommensteuergesetz,Europa,1
Dienstgeschäft,Bahn,1
Zweck,Anfangphase,1
Fahren,Leistung,1
Beförderungsklasse,Zeitaufwand,1
Tätigkeit,Bestimmung,1
Erziehungszweck,Landschulwoche,1
Reiseverkehrsmittel,Eisenbahn,1
Reiseführer,Aufenthalt,1
Staat,Privatwirtschaft,1
Tätigkeit,Bezug,1
Bedeutung,Million,1
Klasse,Strandaufenthalt,1
Schulreise,Arbeit,1
Fahrtzweck,Arbeitszeit,1
Dienstreiseverkehr,Autor,1
Schule,Schulbusschild,1
Zeit,August,1
Beurteilung,Zahl,1
Arbeitsleistung,Personenverkehrsaufwand,1
Hochkulturschema,Gruppe,1
Zweck,Regelleistung,1
Transitstaat,Reiseform,1
Form,Dauer,1
Zweck,Trivialschema,1
Wagenklasse,Tramper-bewegung,1
Jahr,Reiseart,1
Reiseverkehr,Kraftfahrer,1
Schild,Begriff,1
Form,Jahr,1
Klasse,Kennenlernen,1
Betriebsausgabe,Stelle,1
Staat,Schulreise,1
Frauenfahrt,Transitstaat,1
Frauenfahrt,Sicherheit,1
Science-fiction-roman,Art,1
Studienfahrt,Anhalter,1
Niveaumilieu,Unterweisung,1
Europa,Frau,1
Geld,Passen,1
Übernachtungskosten,Lernen,1
Zweck,Organisation,1
Dienst,Arbeit,1
Austauschreise,Dienstreise,1
Schule,Arbeitgeber,1
Niveaumilieu,Möglichkeit,1
Nicht-schengen-staat,Personenverkehrsaufwand,1
Selbstverwirklichungsmilieu,Erledigung,1
Regelleistung,Zeit,1
Art,Soldat,1
Freizeitverkehr,Literatur,1
Reiseführer,Roman,1
Schülerfahrt,Bezug,1
Fahrt,Ausgabe,1
Niveaumilieu,Milieu,1
Staat,Land,1
Schild,Beurteilung,1
Jahr,Interesse,1
Bundesreisekostengesetz,Gruppe,1
Schulbusschild,Auto,1
Jahr,Monat,1
Auswärtstätigkeit,Monat,1
Studienfahrt,Betrieb,1
Leistung,Sicherheit,1
Motivation,Dienstgang,1
Beförderungsklasse,Arbeitsstätte,1
Einkommensteuergesetz,Leistung,1
Schulfahrt,Frau,1
Arbeitsgesetz,Weltreiseführer,1
Freizeitverkehr,Arbeitsstätte,1
Straßenverbindung,Caritasverband,1
Ort,Inselsberg,1
Hauptmotivation,Österreich,1
Jahr,Science-fiction-roman,1
Schülerfahrt,Erziehungszweck,1
Auto,Welt,1
Freizeitverkehr,Ziel,1
Linienverkehr,Reise,1
Reiseform,Kraftfahrer,1
Kilometergeld,Fahrtzweck,1
Wohnsitzstaat,Transportmittel,1
Motivation,Science-fiction-roman,1
Regelleistung,Arbeitgeber,1
Haustürgeschäft,Trampertreffen,1
Fahrtenprogramm,Unterhaltungsbetrieb,1
Schulprogramm,Dienstgang,1
Werbungskosten,Arbeitsleistung,1
Klassenfahrt,Auslandreisen,1
Frauenfahrt,Fahrtzweck,1
Form,Lernen,1
Englisch,Richter,1
Studienfahrt,Teil,1
Form,Reisesicherheit,1
Haustürgeschäft,Bahn,1
Frauenfahrt,Verbindung,1
Wiki-form,Arbeitsstätte,1
Arbeitszeit,Jahrhundert,1
Zweck,Ewr-bürger,1
Reiseverkehrsmittel,Schiff,1
Bundesreisekostengesetz,Generation,1
Reiseform,Gefährdungsbeurteilung,1
Bundesreisekostengesetz,Einkommensteuergesetz,1
Leistung,Kraftfahrzeug,1
Dienst,Landschulwoche,1
Wohnsitzstaat,Linienverkehr,1
Klasse,Richter,1
Leistung,Gesellschaft,1
Wagenklasse,Tag,1
Linienverkehr,Arbeitsort,1
Reiseführer,Million,1
Bundesreisekostengesetz,Erholung,1
Schüler,Betriebsausgabe,1
Wiki-form,Eisenbahn,1
Linienverkehr,Klasse,1
Schülerfahrt,Betrieb,1
Fahrtzweck,Mitnahme,1
Reiseführer,Art,1
Beförderungsklasse,Arbeitsanweisung,1
Regelleistung,Arbeitsort,1
Wagenklasse,Fahrtenprogramm,1
Schule,Reiseführer,1
Nicht-schengen-staat,Ausgabe,1
Reisedauer,Interesse,1
Integrationsmilieu,Unterweisung,1
Regelarbeitszeit,Land,1
Fahrtkosten,Leistung,1
Klasse,Auto,1
Reise,Forschungsweltreise,1
Transitstaat,Motivation,1
Form,Band,1
Mitfahren,Studie,1
Schülerfahrt,Kennenlernen,1
Wagenklasse,Kennenlernen,1
Linienverkehr,Jahrhundert,1
Linienverkehr,Regelleistung,1
Hochphase,Betrieb,1
Klasse,Dienststelle,1
Fahrtkosten,Dienst,1
Form,Klassenfahrt,1
Programm,Auto,1
Abgefahren,Lernen,1
Staat,Regelleistung,1
Schulreise,Mensch,1
Wohnung,Mensch,1
Beförderungsklasse,Privatwirtschaft,1
Reisegrund,Inselsberg,1
Arbeitszeit,Woche,1
Freizeitverkehr,Kennenlernen,1
Transitstaat,Arbeitsgesetz,1
Ausgabe,Bedeutung,1
Regelleistung,Kontinent,1
Werbungskosten,Bahn,1
Kilometergeld,Eisenbahn,1
Schülerfahrt,Familie,1
Dienstreiseverkehr,Ziel,1
Grund,Deutschland,1
Milieu,Hippie-generation,1
Übernachtungskosten,Transportmittel,1
Staat,Trampkultur,1
Programm,Caritasverband,1
Form,Anhalter,1
Wohnsitzstaat,Beurteilung,1
Arbeit,Mensch,1
Transitstaat,Vorphase,1
Dienst,Dienstgeschäft,1
Selbstverwirklichungsmilieu,Trampertreffen,1
Leistung,Schulbusschild,1
Niveaumilieu,Kennenlernen,1
Zweck,Literatur,1
Studienfahrt,Bestimmung,1
Schülerfahrt,Übernachtung,1
Arbeitsleistung,Anhalter,1
Arbeitsort,Science-fiction-roman,1
Niveaumilieu,Durchführung,1
Einkommensteuergesetz,Rechtsbegriff,1
Fahrt,Bürger,1
Auswärtstätigkeit,Unterweisung,1
Jahr,Beurteilung,1
Taggeld,Schulprogramm,1
Schulprogramm,Arbeitsanweisung,1
Reiseform,Welt,1
Dauer,Unterrichtsgang,1
Nicht-schengen-staat,Vorschuss,1
Nächtigungsgeld,Nielsen,1
Schulreise,Tätigkeit,1
Verbindung,Mensch,1
Berg,Eisenbahn,1
Studienfahrt,Vorschuss,1
Frauenfahrt,Erholung,1
Einkommensteuergesetz,Bezug,1
Arbeitsleistung,Interesse,1
Schulfahrt,Abenteuer,1
Roman,Grund,1
Integrationsmilieu,Autofahrer,1
Schule,Woche,1
Haustürgeschäft,Berg,1
Schulprogramm,Abenteuer,1
Übernachtungskosten,Dienst,1
Regelarbeitszeit,Richter,1
Schule,Gastfamilie,1
Erziehungszweck,Interesse,1
Form,Arbeitsort,1
Reiseverkehr,Schulbusschild,1
Reiseform,Leistung,1
Arbeitsleistung,Tramp,1
Beschreibung,Einsatzorganisation,1
Dienstgang,Bahn,1
Form,Rahmen,1
Ausgabe,Autofahrer,1
Bundesreisekostengesetz,Rechtsbegriff,1
Science-fiction-roman,Reiseart,1
Schülerfahrt,August,1
Schild,Berg,1
Dienstreise,Stelle,1
Dauer,Mediumeninteresse,1
Reiseverkehr,Übernachtung,1
Einkommensteuergesetz,Fahren,1
Linienverkehr,Woche,1
Schule,Vorschuss,1
Regelleistung,Einsatzorganisation,1
Land,Welt,1
Dienst,Woche,1
Wegzeit,Erledigung,1
Europa,Tag,1
Dauer,Gesellschaft,1
Staat,Reisesicherheit,1
Reiseform,Schüler,1
Reiseart,Gastfamilie,1
Regelarbeitszeit,Bundesland,1
Freizeitverkehr,Vorphase,1
Pflicht,Durchführung,1
Niveaumilieu,Europa,1
Nächtigungsgeld,Richtung,1
Linienverkehr,Geschichte,1
Außendienst,Bestandteil,1
Leistung,Kraftfahrer,1
Form,Durchführung,1
Form,Richter,1
Aufenthalt,Beurteilung,1
Erziehungszweck,Gruppe,1
Kilometergeld,Arbeit,1
Ausgabe,Schweiz,1
Klasse,Monat,1
Studienfahrt,Strandaufenthalt,1
Fahrt,Weltreiseführer,1
Regelleistung,Asien,1
Arbeitszeit,Gesellschaft,1
Transitstaat,Arbeitgeber,1
Wiki-form,Übernachtung,1
Klasse,Regelleistung,1
Erziehungsarbeit,Information,1
Außendienst,Einsatzorganisation,1
Arbeitsleistung,Wegzeit,1
Schule,Transportmittel,1
Klasse,Form,1
Arbeitsleistung,Gruppe,1
Arbeitsort,Ort,1
Arbeitsleistung,Aufenthalt,1
Arbeitsgesetz,Lehrkraft,1
Jahr,Zeit,1
Klassenfahrt,Mitreisen,1
Erziehungszweck,Fahrtenprogramm,1
Schulfahrt,Klasse,1
Schülerfahrt,Science-fiction-roman,1
Unterrichtsgang,Reiseart,1
Klasse,Auswärtstätigkeit,1
Schulfahrt,Eisenbahn,1
Jahr,Europa,1
Dauer,Reisegrund,1
Nächtigungsgeld,Staat,1
Einkommensteuergesetz,Art,1
Klasse,Berg,1
Arbeit,Studie,1
Arbeitsgesetz,Welt,1
Integrationsmilieu,Auto,1
Wohnsitzstaat,Reisegrund,1
Unterrichtsgang,Caritasverband,1
Wagenklasse,Verbindung,1
Klasse,Fahren,1
Schulfahrt,Europa,1
Inselsberg,Unterweisung,1
Berg,Privatwirtschaft,1
Staat,Betriebsausgabe,1
Arbeitsort,Reiseziel,1
Fahrtkosten,Zeitaufwand,1
Klasse,Familie,1
Programm,Bestimmung,1
Wohnsitzstaat,Durchführung,1
Staat,Reisekosten,1
Arbeitsanweisung,Englisch,1
Schulbusschild,Gruppe,1
Fahrt,Beginn,1
Zeit,Zahl,1
Musterschule,Dienststelle,1
Freizeitverkehr,Unternehmen,1
Nicht-schengen-staat,Arbeitspflicht,1
Bundesreisekostengesetz,Frau,1
Studienfahrt,Land,1
Schulprogramm,Inselsberg,1
Schüler,Weltreiseführer,1
Außendienst,Organisation,1
Linienverkehr,Lehrkraft,1
Dienstreiseverkehr,Familie,1
Staat,Programm,1
Freizeitverkehr,Gastschüler,1
Motivation,Arbeitsleistung,1
Klasse,Sicherheitsregel,1
Regelleistung,Personenverkehrsaufwand,1
Schülerfahrt,Arbeit,1
Linienverkehr,Autor,1
Nicht-schengen-staat,Programm,1
Wagenklasse,Einzelbeschreibung,1
Freizeitverkehr,Hippie-bewegung,1
Schild,Einsatzorganisation,1
Reiseform,Wiki-form,1
Hauptmotivation,Bundesland,1
Wohnsitzstaat,Verbindung,1
Reiseführer,Schulbus,1
Studienfahrt,Pflicht,1
Schulfahrt,Caritasverband,1
Studienfahrt,Beginn,1
Gefährdungsbeurteilung,Berg,1
Trennungsgeld,Erziehungsarbeit,1
Musterschule,Soldat,1
Verkehrsmittel,Teil,1
Erziehungszweck,Treffen,1
Hochphase,Regelarbeitszeit,1
Nicht-schengen-staat,Reiseziel,1
Beförderungsklasse,Mitnahme,1
Schule,Grund,1
Zweck,Dienstgang,1
Wohnsitzstaat,Klasse,1
Schülerfahrt,Bahn,1
Frauenfahrt,Wiki-form,1
Beförderungsklasse,Europa,1
Arbeitsanweisung,Bestandteil,1
Motivation,Roman,1
Dienstreiseverkehr,Monat,1
Freizeitverkehr,Arbeitsleistung,1
Austauschjahr,Frau,1
Betriebsausgabe,Autofahrer,1
Fahrt,Autor,1
Leistung,Ort,1
Schulprogramm,Privatwirtschaft,1
Einkommensteuergesetz,Abenteuer,1
Arbeitszeit,Arbeitsanweisung,1
Arbeitszeit,Ziel,1
Fahrt,Forschungsweltreise,1
Schulfahrt,Bezug,1
Studienfahrt,Vorphase,1
Dienstreiseverkehr,Straßenverbindung,1
Taggeld,Schulbusschild,1
Zeit,Science-fiction-roman,1
Klasse,Jahrhundert,1
Reise,Erledigung,1
Schulprogramm,Gruppe,1
Selbstverwirklichungsmilieu,Abgefahren,1
Dienstreiseverkehr,Jahr,1
Außendienst,Mediumeninteresse,1
Reiseform,Schülersammelliste,1
Geld,Schweiz,1
Milieu,Unterweisung,1
Tätigkeit,Reiseart,1
Aufenthalt,Unterrichtsgang,1
Schulfahrt,Wandererlass,1
Niveaumilieu,Wohnung,1
Organisation,Arbeitsanweisung,1
Flug,Mitreisen,1
Leistung,Asien,1
Leistung,Deutschland,1
Kilometergeld,Zeitaufwand,1
Schulbusschild,Bedeutung,1
Wagenklasse,Literatur,1
Regelarbeitszeit,Dauer,1
Dienstreiseverkehr,Tag,1
Erziehungszweck,Asien,1
Niveaumilieu,Sicherheitsregel,1
Schulfahrt,Übernachtung,1
Klasse,Ort,1
Dienstreiseverkehr,Milliarde,1
Hippie-bewegung,Unterhaltungsbetrieb,1
Arbeitszeit,Eisenbahn,1
Schülerfahrt,Dienstgang,1
Leistung,Richtung,1
Fahrtzweck,Dienstreise,1
Arbeitsort,Übernachtung,1
Fahrt,Hochkulturschema,1
Wohnsitzstaat,Reiseart,1
Arbeitsort,Monat,1
Hochphase,Frau,1
Fahrt,Strandaufenthalt,1
Transitstaat,Programm,1
Fahrtenprogramm,Roman,1
Arbeitsanweisung,Bestimmung,1
Fahrt,Schulverein,1
Milieu,Geschichte,1
Zweck,Verbrechen,1
Schild,Familie,1
Schülersammelliste,Deutschland,1
Erziehungszweck,Wohlfahrtsverband,1
Integrationsmilieu,Trampertreffen,1
Prestigemotivation,Schulprogramm,1
Musterschule,Jahrhundert,1
Arbeitsleistung,Rechtsbegriff,1
Sicherheit,Familie,1
Zweck,Arbeitgeber,1
Staat,Hochphase,1
Arbeitsort,Roman,1
Dienstgeschäft,Gastfamilie,1
Studienfahrt,Wagenklasse,1
Kilometergeld,Bahn,1
Schule,Verbindung,1
Forschungsweltreise,Schulwanderung,1
Nicht-schengen-staat,Verbindung,1
Fahrt,Straßenverbindung,1
Abgefahren,Organisation,1
Staat,Asien,1
Wiki-form,Musterschule,1
Vorphase,Bestimmung,1
Klasse,Zweck,1
Freizeitverkehr,Übernachtung,1
Erziehungszweck,Gastfamilie,1
Fahrtzweck,Dienst,1
Erziehungszweck,Kraftfahrer,1
Prestigemotivation,Deutschland,1
Ausgabe,Schild,1
Studienfahrt,Jahr,1
Fahrtkosten,Eisenbahn,1
Beförderungsklasse,Milliarde,1
Staat,Beginn,1
Mitfahren,Musterschule,1
Wohnsitzstaat,Schild,1
Geld,Nielsen,1
Schülerfahrt,Reisegrund,1
Nicht-schengen-staat,Prestigemotivation,1
Leistung,Mediumeninteresse,1
Regelleistung,Dienstanweisung,1
Arbeitsgesetz,Mensch,1
Schüler,Lernen,1
Bundesreisekostengesetz,Mitnahme,1
Musterschule,Dienstgang,1
Regelarbeitszeit,Gefährdungsbeurteilung,1
Frauenfahrt,Monat,1
Bundesreisekostengesetz,Unterhaltungsbetrieb,1
Grund,Unternehmen,1
Übernachtungskosten,Deutschland,1
Reiseführer,Arbeitsstätte,1
Fahrt,Schüler,1
Linienverkehr,Reiseform,1
Schülersammelliste,Stelle,1
Unterrichtsgang,Welt,1
Fahrtzweck,Arbeitsgesetz,1
Geld,Programm,1
Form,Straßenverbindung,1
Schule,Art,1
Nächtigungsgeld,Erziehungszweck,1
Reiseführer,August,1
Fahrtzweck,Betriebsausgabe,1
Dienstreiseverkehr,Million,1
Dienstreiseverkehr,Ewr-bürger,1
Landschulwoche,August,1
Wohnsitzstaat,Nielsen,1
Europa,Schweiz,1
Zeit,Mitnahme,1
Erziehungsarbeit,Erledigung,1
Weltreiseführer,Wohlfahrtsverband,1
Reiseform,Landschulwoche,1
Ort,Unterrichtsgang,1
Studienfahrt,Ausgabe,1
Zweck,Arbeitszeit,1
Kilometergeld,Transportmittel,1
Frauenfahrt,Arbeitszeit,1
Nicht-schengen-staat,Regelleistung,1
Beförderungsklasse,Roman,1
Dienst,Dienstanweisung,1
Wohnsitzstaat,Anfangphase,1
Arbeitszeit,Wegzeit,1
Schulausflug,Fernflug,1
Mitfahren,Trampertreffen,1
Hochphase,Monat,1
Fahren,Treffen,1
Arbeitsgesetz,Ausgabe,1
Staat,Jahr,1
Schüler,Dienstgang,1
Roman,Reiseart,1
Beförderungsklasse,Reisegrund,1
Band,Bahn,1
Haustürgeschäft,Betriebsausgabe,1
Gastschüler,Art,1
Kilometergeld,Erledigung,1
Beschreibung,Verbreitung,1
Verein,Mensch,1
Ort,Bestandteil,1
Geld,Arbeitsstätte,1
Verein,Information,1
Einkommensteuergesetz,Milliarde,1
Regelarbeitszeit,Auto,1
Beförderungsklasse,Richtung,1
Schild,Autor,1
Erziehungszweck,Einkommensteuergesetz,1
Arbeitsort,Soldat,1
Schild,Frau,1
Bundesreisekostengesetz,Musterschule,1
Frauenfahrt,Freizeitverkehr,1
Geld,Strandaufenthalt,1
Linienverkehr,Gruppe,1
Arbeitszeit,Teil,1
Zweck,Richtung,1
Frauenfahrt,Landschulwoche,1
Auswärtstätigkeit,Generation,1
Frauenfahrt,Deutschland,1
Schulfahrt,Verb,1
Roman,Schiff,1
Reiseverkehr,Bürger,1
Zweck,Betriebsausgabe,1
Staat,Wohnung,1
Zweck,Europa,1
Dienstreiseverkehr,Arbeitsort,1
Reise,Richtung,1
Fahrtzweck,Dienstanweisung,1
Dienst,Unterweisung,1
Auto,Kraftfahrzeug,1
Einsatzorganisation,Dienstanweisung,1
Trennungsgeld,Reisekosten,1
Wohnsitzstaat,Woche,1
Erziehungsarbeit,Roman,1
Dienst,Straßenverbindung,1
Jahr,Landschulwoche,1
Zweck,Dienstgeschäft,1
Weltreiseführer,Dienstreise,1
Reiseführer,Deutschland,1
Arbeitgeber,Abenteuer,1
Schülerfahrt,Tramper-bewegung,1
Dauer,Erziehungsarbeit,1
Roman,Trivialschema,1
Form,Tag,1
Frauenfahrt,Strandaufenthalt,1
Einkommensteuergesetz,Unterweisung,1
Schulbusschild,Gastfamilie,1
Dienstgang,Kontinent,1
Wohnsitzstaat,Möglichkeit,1
Staat,Schulprogramm,1
Studienfahrt,Ziel,1
Leistung,Einzelbeschreibung,1
Taggeld,Kosten,1
Reiseform,Treffen,1
Dienstreiseverkehr,Aufenthalt,1
Schulreise,Klassenfahrt,1
Studienfahrt,Reisegrund,1
Beförderungsklasse,Woche,1
Beförderungsklasse,Erholung,1
Schulfahrt,Schule,1
Fahrtkosten,Reiseziel,1
Staat,Reiseverkehr,1
Arbeitszeit,Dienststelle,1
Arbeitsleistung,Information,1
Musterschule,Arbeitsort,1
Beförderungsklasse,Begriff,1
Auswärtstätigkeit,Ausgabe,1
Reise,Geschäftsreise,1
Vorphase,Frau,1
Interesse,Eisenbahn,1
Freizeitverkehr,Beginn,1
Fahrtenprogramm,Tätigkeit,1
Sicherheit,Hippie-generation,1
Dienst,Generation,1
Arbeitsleistung,Wohlfahrtsverband,1
Schulfahrt,Tramp,1
Zeit,Schild,1
Mitfahren,Erziehungsarbeit,1
Erziehungszweck,Europa,1
Kilometergeld,Ort,1
Dienst,Teil,1
Weltreiseführer,Information,1
Wiki-form,Erledigung,1
Reiseform,Kraftfahrzeug,1
Staat,Weblink,1
Wiki-form,Vorphase,1
Hochphase,August,1
Zweck,Hippie-generation,1
Selbstverwirklichungsmilieu,Wohnung,1
Dienstgeschäft,Treffen,1
Form,Zeit,1
Ausgabe,Dienstgang,1
Schülerfahrt,Mensch,1
Fahren,Arbeit,1
Wagenklasse,Schweiz,1
Reise,Hippie-bewegung,1
Leistung,Richter,1
Staat,Einzelbeschreibung,1
Dauer,Unternehmen,1
Schulreise,Regelung,1
Vorphase,Schild,1
Fahrtenprogramm,Weltreiseführer,1
Trennungsgeld,Wohnung,1
Übernachtungskosten,Art,1
