term1,term2,label,related
Tabelle,Struktur,Aufbau,1
Datenmanipulationssprache,Struktur,Eigenschaft,1
Referenztabelle,Lastverteilung,Struktur,1
Manipulationssprache,Relationale-datenbank-muster,Aufbau,1
Processing,Datenbankanwendung,Objekt,1
Manipulationssprache,Seite,Art,1
Feldname,Liste,Lebewesen,1
Struktur,Objektklasse,Arbeit,1
Anbieterserver,Manipulationssprache,Konzept,1
Fetching,Feldname,Bezeichnung,1
Berechnungsmodell,Netzwerk,Lebewesen,1
Sprache,Protokolldatei,Zeichen,1
Datenbanksystem,Nutzdaten,Menge,1
System,Datenverarbeitungssprache,Klasse,1
Teilsprache,Publikationsverbund,Gesamtheit,1
Gurocksoftware,Installationsprogramm,Karten,1
Data-warehouse-system,Modell,Kategorie,1
Versionsverwaltungssystem,Satz,Vielzahl,1
Internet-information,Logdatei,Zeichen,1
Sicherheitsmuster,Auflösungsmuster,Vorgang,1
Windows-system,Zweck,Klasse,1
Versionsverwaltungssystem,System,Aufbau,1
Opus-server,Datumenmenge,Konzept,1
Netzwerkdatenbankmodell,Typ,Wesen,1
Hochschulschriftenserver,Fehler,Ergebnis,1
Hochschulschriftenserver,Format,Konzept,1
Computersystem,Relationale-datenbank-muster,Anzahl,1
Querverweistabelle,Protokoll,Struktur,1
Publikationsserver,Batch-transaktion,Teil,1
Objektdatenbanksystem,Datenbanksystem,System,1
Anbieterserver,Dokumenten-server,Computerprogramm,1
Tracing,Teil,Gegenstand,1
Data-warehouse-system,Typ,Taxon,1
Windows-system,Anwendung,Taxon,1
System,Code,Organisation,1
Datumensatz,Datenänderung,Wechsel,1
Quelltabelle,Antimuster,Struktur,1
Transaktionstabelle,Muster,Anordnung,1
Versionsverwaltungssystem,Tabellenform,Art,1
Relationale-datenbank-muster,Laufzeitinformation,Vorgang,1
Datenmanipulationssprache,Protokoll,Gesamtheit,1
Datenbanksprache,Information,Einheit,1
History-tabelle,Ascii-code,Ordnung,1
Netzwerkdatenbankmodell,Modell,Abbildung,1
Versionsverwaltungssystem,Datenbanksprache,Organisation,1
Tabelle,Datenbanksystem,Menge,1
Datenbanksystem,Abfragesprache,Zustand,1
Datenbanksystem,Manipulationssprache,Organisation,1
Logging,Artikelnummer,Tier,1
Manipulationssprache,Verfahren,Gruppe,1
Data-warehouse-system,Datenmanipulationssprache,Einheit,1
Manipulationssprache,Datenverarbeitungssprache,Eigenschaft,1
Versionsverwaltungssystem,Manipulationssprache,Zusammenfassung,1
Datenspeichersystem,Lastenverteilung,Menge,1
Manipulationssprache,Teil,Klasse,1
Data-warehouse-system,Abfragesprache,Eigenschaft,1
Data-warehouse-system,Objektdatenbanksystem,Vorgang,1
Objektdatenbankmodell,Name,Person,1
Data-warehouse-system,Name,Schema,1
Rdf-format,Format,Endzustand,1
Datenbanksystem,Netzwerkinformation,Einrichtung,1
Berechnungsmodell,Teil,Konstrukt,1
Sprache,Verfahren,Vielzahl,1
Objektdatenbanksystem,Manipulationssprache,Aussehen,1
Datenbanksprache,Fall,Objekt,1
Klasse,Projekt,Tätigkeit,1
Datumenmenge,Aufwand,Größe,1
Manipulationssprache,Datenaufsichtssprache,System,1
Datenaufsichtssprache,Bestand,Güte,1
Harvesting,Liste,Gegenstand,1
System,Projekt,Eigenschaft,1
Manipulationssprache,Objektdatenbank,Raum,1
Manipulationssprache,Datum,Gruppe,1
Datenspeichersystem,Verteilung,Taxon,1
Netzwerkinformation,Protokoll,Kommunikation,1
Manipulationssprache,Datumenmenge,Rang,1
Fetching,Fehler,Name,1
Xml-format,Datentyp,Bedeutungen,1
Datenspeichersystem,Entitätstyp,Menge,1
Hintergrundprogramm,Medium,Bezeichnung,1
Transaktionstabelle,Verteilung,Struktur,1
Computersystem,Datumenmenge,Vielzahl,1
Abhängigkeitsinformation,Abfragesprache,Kommunikation,1
Datenverarbeitungssprache,Name,System,1
Netzwerkinformation,Datumensatz,Auskunft,1
Datenbanksystem,Gruppe,Kategorie,1
Datenspeichersystem,Datumensatz,Vorgang,1
Datenbanksprache,Abfragesprache,Gruppe,1
Datenspeichersystem,Relationale-datenbank-muster,Zusammensetzen,1
Fremdschlüssel,Schlüssel,Messwerte,1
Installationsprogramm,Anwendungsseite,Karten,1
Netzwerkdatenbankmodell,Speichermedium,Lebewesen,1
Manipulationssprache,Ausfallsicherheit,Zustand,1
Datenmanipulationssprache,Artikelnummer,Objekt,1
Hashtabelle,Datumenstruktur,Ordnung,1
Manipulationssprache,Netzwerk,Gesamtheit,1
Datenverarbeitungssprache,Zweck,Symbol,1
Versionsverwaltungssystem,Relationale-datenbank-muster,Anzahl,1
Computersystem,Speichermedium,Gruppe,1
Datenbanksystem,Nutzdaten,Anzahl,1
Opus-server,Architektur,Konzept,1
Windows-system,Xml-format,Kategorie,1
Objektdatenbanksystem,Artikelnummer,Gruppe,1
Anwendungsseite,Kundennummer,Außenbereich,1
Anwendungsprogramm,Liste,Verzeichnis,1
Hauptspeicher,Universität,Konstrukt,1
Anbieterserver,Grafiksoftware,Software,1
Windows-system,Fremdschlüssel,Vorgang,1
Datenaufsichtssprache,Registration,Rang,1
Single-server,Leistungsproblem,Ergebnis,1
Listen­form,Spezialfall,Beschwerden,1
Computersystem,Verteilung,Taxon,1
E-mail-server,Datenaufsichtssprache,Konzept,1
Objektdatenbanksystem,Tabellenform,Art,1
Versionsverwaltungssystem,Netzwerkinformation,Zusammenfassung,1
Data-warehouse-system,Datumensatz,Menge,1
Format,Name,Lebewesen,1
Computersystem,Objektdatenbanksystem,Zustand,1
Datenbank-)abfragesprache,Verhalten,Gesamtheit,1
Fetching,Applikation,Objekt,1
Anwendungsprogramm,Programm,Element,1
Modell,Verarbeitung,Konstrukt,1
Datenaufsichtssprache,Bestand,Modell,1
Datenbanksprache,Sprache,Begriff,1
E-mail-server,Publikationsserver,Liste,1
Lookup-tabelle,Satz,Struktur,1
Versionsverwaltungssystem,Windows-system,Organisation,1
Preprint-server,Teil,Konzept,1
Relationale-datenbank-muster,Form,Vorgang,1
Versionsverwaltungssystem,Teilsprache,System,1
Logging,Datenverarbeitungssprache,Objekt,1
Datenmanipulationssprache,Attribut,Klasse,1
Master-server,Anbieterserver,Ergebnis,1
Hintergrundprogramm,Teil,Bezeichnung,1
Datenspeichersystem,Verteilungsmuster,Aussehen,1
Windows-system,Datenspeichersystem,Gefüge,1
Datenmanipulationssprache,Open-source-datenbank,Einheit,1
Manipulationssprache,Modell,Anzahl,1
Master-server,Registration,Konzept,1
Processing,Geschäftstransaktion,Gegenstand,1
Datenbanksprache,Name,Klasse,1
E-mail-server,Anbieterserver,Konzept,1
Tabelle,Sprache,Zusammensetzung,1
Protokolldatei,Datei,Daten,1
Versionsverwaltungssystem,Datum,Gruppe,1
Information,Satz,Daten,1
Tabellenform,Entwicklung,Beschwerden,1
Master-server,Zustand,Konzept,1
Datenmanipulationssprache,Verteilungsmuster,Klasse,1
Fremdschlüssel,Protokoll,Beseitigung,1
Verteilungsmuster,Medium,Muster,1
Logging,Objektklasse,Person,1
System,Dokumentmenge,Vielzahl,1
Software,Fremdschlüssel,Gegenstand,1
Windows-system,Typ,Taxon,1
Data-warehouse-system,Anwendergruppe,Kategorie,1
Abhängigkeitsinformation,Schlüssel,Bestand,1
Hashtabelle,System,Struktur,1
Logging,Artikelname,Objekt,1
Computersystem,Form,Vorgang,1
Mastertabelle,Datenverarbeitungssprache,Struktur,1
Mastertabelle,Zieltabelle,Mathematik,1
Datenspeichersystem,Klasse,Aufbau,1
Datenmanipulationssprache,Relationale-datenbank-muster,Taxon,1
Logging-datenbanken,Operations-datenbanken,Datenbanken,1
Sprache,Modell,Konstrukt,1
Datenverarbeitungssprache,Datenaufsichtssprache,Kommunikation,1
Windows-system,Gruppe,Einheit,1
Datenaufsichtssprache,Attribut,Gesamtheit,1
Batch-transaktion,Verarbeitung,Engagement,1
Publikationsserver,Logdateianalyse,Ergebnis,1
Datenbanksystem,Stapelverarbeitung,Gruppe,1
Datenmanipulationssprache,Auflösungsmuster,Aufbau,1
Primärschlüssel,Speichermedium,Code,1
Fehler,Adressliste,Code,1
Tabelle,Registration,Menge,1
System,Inhalt,Kategorie,1
Windows-system,Sicherheitsmuster,Zusammensetzung,1
System,Rdf-format,Gruppe,1
Manipulationssprache,Fall,Gefüge,1
Objektdatenbanksystem,Adressdaten,Vielzahl,1
Datenmanipulationssprache,Eda-datenbank,Einheit,1
Tracing,Fremdschlüssel,Bezeichnung,1
Eda-datenbank,Datumenstruktur,Sammlung,1
Dokumentenserver,Berechnungsmodell,Ergebnis,1
Datenmanipulationssprache,Laufzeitfehler,Symbol,1
Referenztabelle,Quelltabelle,Anordnung,1
Telemedium,Seite,Verbindung,1
Logdatei,Datei,Daten,1
Tabelle,Datenverarbeitungssprache,Struktur,1
Computersystem,Datenmanipulationssprache,Zusammenfassung,1
Objektdatenbankmodell,Struktur,Muster,1
Manipulationssprache,Abhängigkeitsinformation,Schema,1
Datenverarbeitungssprache,Datentyp,Rang,1
Single-server,Bibliothek,Teil,1
Preprint-server,Datenmanipulationssprache,Konzept,1
Netzwerkdatenbankmodell,Lastverteilung,Sammlung,1
Data-warehouse-system,Laufzeitfehler,Vorgang,1
Manipulationssprache,Datenaufsichtssprache,Organisation,1
Manipulationssprache,Tabellenform,Rang,1
System,Sicherheitsmuster,Zusammenfassung,1
Datenbanksprache,Satz,Raum,1
Publikationsserver,Typ,Konzept,1
Datenspeicher,Satz,Größe,1
Computersystem,Netzwerkinformation,Eigenschaft,1
Publikationsserver,Hauptspeicher,Ergebnis,1
Datenmanipulationssprache,Objektdatenbank,Zusammenfassung,1
Tabelle,Paket,Menge,1
Leistungsproblem,Entwicklung,Arbeit,1
Abfragesprache,Transaktionsprotokoll,Gesamtheit,1
Data-warehouse-system,Information,Vielzahl,1
Logging,Hauptspeicher,Person,1
Lookup-tabelle,Data-warehouse-system,Struktur,1
Objektklasse,Zweck,Arbeit,1
Speicher,Ereignisprotokoll,Lebewesen,1
Windows-system,Teilsprache,Gefüge,1
Windows-system,Antimuster,Zusammensetzen,1
Teilsprache,Muster,Rang,1
Satz,Datenänderung,Wechsel,1
Processing,Transaktionsprotokoll,Tier,1
Sprache,Medium,Gesamtheit,1
Datenbanksystem,Tabellenform,Zusammenfassung,1
Datenbanksystem,Objektdatenbank,Zusammenfassung,1
System,Relationale-datenbank-muster,Zusammensetzen,1
Datenspeichersystem,Objektdatenbank,Menge,1
Laufzeitinformation,Artikelnummer,Symbol,1
Versionsverwaltungssystem,Menge,Kategorie,1
Data-warehouse-system,Einsatz,Einrichtung,1
Hochschulschriftenserver,Opus-server,Teil,1
Dokumentenserver,Publikationsserver,Teil,1
Manipulationssprache,Code,Eigenschaft,1
Manipulationssprache,Verarbeitung,Zusammenfassung,1
Tabelle,Ereignisprotokoll,Struktur,1
Geschäftstransaktion,Paketquelle,Element,1
Modeling,Feldname,Objekt,1
Muster,Typ,Modell,1
Datenspeichersystem,Sicherheit,Zusammenfassung,1
Master-server,Grafiksoftware,Blatt,1
Teilsprache,Dokumentmenge,Güte,1
Windows-system,Programmzustand,Anzahl,1
Berechnungsmodell,Dini-datenbank,Modell,1
Computersystem,Datenbanksprache,Vorstellung,1
Datenbankmodell,Typ,Lebewesen,1
Primärschlüssel,Fremdschlüssel,Auskunft,1
Datenbanksystem,Datenverarbeitungssprache,Taxon,1
Data-warehouse-system,Feld,Einheit,1
Datenspeichersystem,Archiv,Einrichtung,1
Datenbeschreibung,Xml-format,Aufzählung,1
Versionsverwaltungssystem,Sprache,Einrichtung,1
Netzwerkdatenbankmodell,Objektklasse,Konstrukt,1
Modeling,Artikelname,Bezeichnung,1
Ereignisprotokolldatei,Liste,Information,1
Computersystem,Datenbanksystem,Art,1
Listen­form,Zustand,Abbildung,1
Modeling,Spezialfall,Tier,1
Versionsverwaltungssystem,Form,Klasse,1
Tabellenform,Verarbeitung,Abbildung,1
System,Ereignisprotokoll,Sammlung,1
Transaktionstabelle,Objektklasse,Struktur,1
Datenverarbeitungssprache,Schlüssel,Mittel,1
Referenztabelle,Teilsprache,Struktur,1
E-mail-server,Archivsoftware,Software,1
Xml-format,Hauptspeicher,Größe,1
Protokoll,Satz,Änderung,1
Versionsverwaltungssystem,Auflösungsmuster,Ordnung,1
Speicher,Fall,Größe,1
Data-warehouse-system,Auflösungsmuster,Vorgang,1
Sprache,Entitätstyp,Raum,1
Data-warehouse-system,Objektklasse,Menge,1
Form,Anwendungsseite,Bedeutungen,1
Tabelle,Teil,Menge,1
Mastertabelle,Satz,Struktur,1
Berechnungsmodell,Tabellenform,Sammlung,1
Name,Feld,Lebewesen,1
Logging,Adressliste,Ruf,1
Logging,Anwendung,Person,1
Datenmanipulationssprache,Transaktionsprotokoll,Gruppe,1
System,Kundennummer,Kategorie,1
Data-warehouse-system,Objektdatenbankmodell,Zusammensetzung,1
Computersystem,Format,Klasse,1
Berechnungsmodell,Objektdatenbank,Modell,1
Manipulationssprache,Dini-datenbank,Anzahl,1
Datenbankmodell,Schlüssel,Sammlung,1
Sprache,Rdf-format,Rang,1
Netzwerkdatenbankmodell,Humboldt-universität,Konstrukt,1
Harvesting,Rdf-format,Gegenstand,1
Speicher,Humboldt-universität,Gebäude,1
Datenmanipulationssprache,Verfahren,Eigenschaft,1
Logdatei,Protokolldatei,Auskunft,1
Datenmanipulationssprache,Auflösungsmuster,Kategorie,1
Tabellenform,Applikation,Abbildung,1
Form,Gruppe,Abbildung,1
Hochschulschriftenserver,Umgekehrter,Teil,1
Datenbanksystem,Denormalisierungsmuster,Aufbau,1
Speichermedium,Seite,Material,1
History-tabelle,Zieltabelle,Struktur,1
Datenbanksystem,Schlüssel,Vorgang,1
Objektdatenbanksystem,Fremdschlüssel,Art,1
Datenbanksprache,Rdf-format,Objekt,1
Versionsverwaltungssystem,Hauptspeicher,Vielzahl,1
Data-warehouse-system,Spezialfall,Vorgang,1
Dokumentenserver,Programmzustand,Konzept,1
Preprint-server,Hintergrundprogramm,Blatt,1
Mastertabelle,Xml-format,Ordnung,1
Modeling,Fehler,Bezeichnung,1
Beginning,Protokoll,Gegenstand,1
Datenspeichersystem,Verteilung,Art,1
Datenmanipulationssprache,Einsatz,Gruppe,1
Anbieterserver,Publikationsserver,Liste,1
Primärschlüssel,Liste,Code,1
Warning,Anwendungsprogramm,Gegenstand,1
Modeling,Datumensatz,Bezeichnung,1
Programm,Feldname,Name,1
Data-warehouse-system,Objektdatenbanksystem,Schema,1
Fetching,Programm,Bezeichnung,1
Logging,Bestand,Person,1
Beginning,Programm,Gegenstand,1
Proxyserver,Gurocksoftware,Teil,1
System,Muster,Raum,1
Dokumentenserver,Satz,Konzept,1
Dokumentenserver,Kundennummer,Teil,1
Logdatei,Liste,Messwerte,1
Datenmanipulationssprache,Entwicklung,Eigenschaft,1
System,Struktur,Art,1
Manipulationssprache,Code,System,1
Berechnungsmodell,Menge,Lebewesen,1
Primärschlüssel,Schlüssel,Bestand,1
Manipulationssprache,Transaktionsprotokoll,Gruppe,1
Fetching,Datumensatz,Gegenstand,1
Proxyserver,Typ,Konzept,1
Verteilung,Fall,Beschwerden,1
Versionsverwaltungssystem,Ereignisprotokoll,Kategorie,1
Datenbanksprache,Zustand,Raum,1
Anbieterserver,Verfahren,Konzept,1
Manipulationssprache,Passwort,Art,1
Datenmanipulationssprache,Speichermedium,Klasse,1
Primärschlüssel,Nettodaten,Vermittlung,1
Datumenmodell,Datenprotokollierungs-bibliothek,Sammlung,1
Manipulationssprache,Spezialfall,Eigenschaft,1
Relationale-datenbank-muster,Anwendergruppe,Vielzahl,1
Datenaufsichtssprache,Open-source-datenbank,Modell,1
Muster,Form,Raum,1
Fehler,Teil,Sprechweise,1
Beginning,Telemedium,Name,1
Preprint-server,Systementwicklung,Ergebnis,1
Warning,Name,Gegenstand,1
Objektdatenbankmodell,Sprachteil,Modell,1
Data-warehouse-system,Satz,Vielzahl,1
Modeling,Feldname,Ruf,1
Rdf-format,Analysezweck,Gestalt,1
Verteilung,Zustand,Beschwerden,1
System,Klasse,Modell,1
Datenmanipulationssprache,Datumenmenge,Menge,1
Tabelle,Datenspeichersystem,Anordnung,1
Versionsverwaltungssystem,Programmpaket,Vorgang,1
Tracing,Kundennummer,Bezeichnung,1
Tabelle,Attribut,Art,1
Datenmanipulationssprache,Internet-information,Gefüge,1
Querverweistabelle,Computersystem,Anordnung,1
Software,Installationsprogramm,Element,1
Artikelname,Kundennummer,Tier,1
Hochschulschriftenserver,Lösung,Konzept,1
Sprache,Dta-verfahren,Raum,1
Datenmanipulationssprache,Fall,Zustand,1
Feldname,Kundennummer,Lebewesen,1
Data-warehouse-system,Datumensatz,Vielzahl,1
Datenbanksprache,Datenaufsichtssprache,Vorstellung,1
Tracing,Quelle,Bezeichnung,1
System,Datenverarbeitungssprache,Rang,1
Quelltabelle,Information,Ordnung,1
Versionsverwaltungssystem,Dini-datenbank,Gruppe,1
Modeling,Transaktionsprotokoll,Objekt,1
Computersystem,Manipulationssprache,Gruppe,1
Datenmanipulationssprache,Anwendergruppe,Rang,1
Internet-information,Adressdaten,Bestand,1
Windows-system,Zweck,Zustand,1
Processing,Fehler,Name,1
Processing,Streaming-media-applikation,Name,1
Warning,Zweck,Objekt,1
System,Fall,Schicht,1
Data-warehouse-system,Struktur,Vorgang,1
Datenmanipulationssprache,Eda-datenbank,Kategorie,1
Logdatei,Fremdschlüssel,Mitteilung,1
Teilsprache,Registration,Rang,1
Warning,Primärschlüssel,Gegenstand,1
Objektdatenbanksystem,Stapelverarbeitung,Taxon,1
Sprache,Datenbank-)abfragesprache,Symbol,1
Dokumentenserver,Objektdatenbankmodell,Konzept,1
E-mail-server,Objektdatenbank,Konzept,1
Objektdatenbanksystem,Datenbank-)abfragesprache,Kategorie,1
Data-warehouse-system,Datenaufsichtssprache,Anzahl,1
Datenmanipulationssprache,Code,Menge,1
Format,Zweck,Gestalt,1
Dokumenten-server,Programm,Ergebnis,1
Versionsverwaltungssystem,Computersystem,Einheit,1
Anbieterserver,Objektdatenbankmodell,Konzept,1
Objektdatenbank,Zweck,Rang,1
Relationale-datenbank-muster,Code,Vielzahl,1
Master-server,Artikelnummer,Ergebnis,1
Computersystem,Menge,Gruppe,1
Processing,Artikelnummer,Gegenstand,1
Windows-system,Sicherheit,Menge,1
Fetching,Beginning,Person,1
Datenmanipulationssprache,Datei,Zeichen,1
Anbieterserver,Grafiksoftware,Folge,1
Datenspeichersystem,Tabellenform,Vorgang,1
Dokumenten-server,Speichermedium,Konzept,1
Geschäftstransaktion,Seite,Element,1
E-mail-server,Preprint-server,Computer,1
System,Schlüssel,Gruppe,1
Datenbanksystem,Antimuster,Art,1
System,Datenbankmodell,Art,1
Objektdatenbanksystem,Feld,Einrichtung,1
System,Format,Beschwerden,1
Mastertabelle,Paket,Struktur,1
Dokumenten-server,Gurocksoftware,Ergebnis,1
Manipulationssprache,Satz,Raum,1
Anwendungsseite,Seite,Außenbereich,1
Versionsverwaltungssystem,Code,Eigenschaft,1
Publikationsserver,Grafiksoftware,Software,1
Windows-system,Zweck,Anzahl,1
Datenbanksprache,Abhängigkeitsinformation,Kommunikation,1
E-mail-server,Transaktion,Liste,1
Proxyserver,Verfahren,Konzept,1
Referenztabelle,Typ,Ordnung,1
Versionsverwaltungssystem,System,Klasse,1
Primärschlüssel,Seite,Code,1
Zurücksetzen,Kundennummer,Richtung,1
Relationale-datenbank-muster,Objektklasse,Vielzahl,1
Mastertabelle,Berechnungsmodell,Struktur,1
Datenaufsichtssprache,Rdf-format,Rang,1
Datenbanksystem,Datumensatz,Zustand,1
Objektdatenbanksystem,Schlüssel,Gruppe,1
Objektdatenbanksystem,Datum,Klasse,1
Data-warehouse-system,Transaktionsprotokoll,Gruppe,1
Transaktionsprotokoll,Protokoll,Rückstand,1
Information,Adressdaten,Beseitigung,1
Objektdatenbankmodell,Objektdatenbank,Sammlung,1
Beginning,Schlüssel,Tier,1
System,Netzwerkinformation,Schema,1
Primärschlüssel,Nettodaten,Information,1
Tabelle,Objektdatenbanksystem,Ordnung,1
Manipulationssprache,Paket,Zustand,1
Datenspeichersystem,Klasse,Vielzahl,1
System,Ereignisprotokoll,Gruppe,1
Windows-system,Ascii-code,Zusammenfassung,1
Processing,Masseneinsatz,Objekt,1
Computersystem,Datumensatz,Taxon,1
Datumenmodell,Paket,Sammlung,1
Datenmanipulationssprache,Lastverteilung,Aussehen,1
Abhängigkeitsinformation,Datumensatz,Symbol,1
Medium,Publikationsverbund,Stoff,1
Xml-format,Anwendung,Form,1
Quelltabelle,Zustand,Ordnung,1
Manipulationssprache,Teilsprache,Aussehen,1
Computersystem,Denormalisierungsmuster,Taxon,1
Datenverarbeitungssprache,Teilsprache,Kommunikationsmittel,1
Windows-system,Eda-datenbank,Vielzahl,1
Quelltabelle,Datumenstruktur,Ordnung,1
Datenbanksystem,Anwendergruppe,Einheit,1
Relationale-datenbank-muster,Nettodaten,Vielzahl,1
Versionsverwaltungssystem,Speichermedium,Einheit,1
Hashtabelle,Paket,Struktur,1
Datenbanksprache,Teil,Anzahl,1
Manipulationssprache,Verteilung,Gruppe,1
Fehler,Speichermedium,Code,1
Zieltabelle,Lastenverteilung,Ordnung,1
Manipulationssprache,Laufzeitinformation,Taxon,1
System,Anwendungsseite,Taxon,1
Speicher,Transaktionsprotokoll,Lebewesen,1
System,Applikation,Art,1
Dokumentenserver,E-mail-server,Programm,1
Form,Analysezweck,Abbildung,1
Computersystem,Entwicklung,Anzahl,1
System,Speicher,Raum,1
Versionsverwaltungssystem,Protokoll,Vorgang,1
Dokumenten-server,Anwendungsprogramm,Konzept,1
Manipulationssprache,Objektdatenbank,Rang,1
Datenmanipulationssprache,Verteilung,Zusammenfassung,1
Netzwerkdatenbankmodell,Medium,Wesen,1
Publikationsserver,Fehler,Ergebnis,1
Windows-system,Anwendergruppe,Menge,1
Datenspeichersystem,Ausfallsicherheit,Eigenschaft,1
System,Listen­form,Modell,1
Datenverarbeitungssprache,Dini-datenbank,Modell,1
Berechnungsmodell,Telemedium,Lebewesen,1
Datenmanipulationssprache,Entitätstyp,Anzahl,1
Datenbanksprache,Masseneinsatz,Objekt,1
Information,Satz,Vermittlung,1
Datenbanksprache,Schlüssel,Organisation,1
Anbieterserver,Entwicklung,Folge,1
Muster,Open-source-datenbank,Modell,1
Manipulationssprache,Fall,Zustand,1
Beginning,Benutzerfehler,Name,1
Datumenmodell,Speichermedium,Wesen,1
E-mail-server,Fehler,Blatt,1
Hashtabelle,Satz,Struktur,1
Versionsverwaltungssystem,Computersystem,Zustand,1
Single-server,Entwicklung,Teil,1
Speicher,Dokumentmenge,Größe,1
Transaktionstabelle,Sicherheit,Ordnung,1
Datenspeichersystem,Auflösungsmuster,Zusammensetzen,1
Processing,Gruppe,Person,1
Speichermedium,Datumensatz,Stoff,1
Artikelname,Teil,Element,1
Medium,Masseneinsatz,Stoff,1
Processing,Seite,Gegenstand,1
Datenbanksprache,Rdf-format,Anzahl,1
Opus-server,Softwareprojekt,Folge,1
Computersystem,Datumenstruktur,Menge,1
Manipulationssprache,Datumensatz,Anzahl,1
Installationsprogramm,Adressliste,Verzeichnis,1
Abhängigkeitsinformation,Transaktionsprotokoll,Zeichen,1
Primärschlüssel,Fehler,Code,1
Datenverarbeitungssprache,Registration,Raum,1
Publikationsserver,Anwendungsprogramm,Folge,1
Versionsverwaltungssystem,Zustand,Klasse,1
Publikationsserver,Seite,Blatt,1
Datenspeichersystem,Medium,Gruppe,1
Data-warehouse-system,Anwendung,Taxon,1
Manipulationssprache,Architektur,Güte,1
Datenbanksystem,Antimuster,Vorgang,1
Datenspeichersystem,Kundennummer,Klasse,1
Objektdatenbanksystem,Stapelverarbeitung,Vorgang,1
Logging,Datumenfeld,Gegenstand,1
Hashtabelle,Datenbanktabelle,Tabelle,1
Windows-system,Datenverarbeitungssprache,Anzahl,1
Master-server,Preprint-server,Teil,1
Datenmanipulationssprache,Teilsprache,Kommunikationsmittel,1
Computersystem,Objektdatenbanksystem,Vorgang,1
Manipulationssprache,Datenverarbeitungssprache,Einrichtung,1
Dokumenten-server,Adressliste,Liste,1
E-mail-server,Projekt,Liste,1
Data-warehouse-system,Abfragesprache,Vorstellung,1
Datenbanksprache,Sprache,Sprachfamilie,1
Windows-system,Feld,Gruppe,1
Datenaufsichtssprache,Ereignisprotokolldatei,Zeichen,1
Opus-server,Einsatz,Teil,1
Processing,Installationsprogramm,Bezeichnung,1
Rdf-format,Menge,Größe,1
Datei,Nettodaten,Daten,1
Data-warehouse-system,Analysezweck,Einrichtung,1
Verteilungsmuster,Gruppe,Muster,1
Datenmanipulationssprache,Form,Einheit,1
Versionsverwaltungssystem,Sicherheit,Gruppe,1
Datenbanksystem,Programmzustand,Eigenschaft,1
Laufzeitinformation,Protokolldatei,Mitteilung,1
Sprache,Open-source-datenbank,Vielzahl,1
Transaktionstabelle,Hashtabelle,Mathematik,1
Hochschulschriftenserver,Anwendungsprogramm,Blatt,1
Transaktion,Laufzeitfehler,Code,1
Processing,Logging,Vorname,1
Objektdatenbanksystem,Sprache,Gruppe,1
Sprache,Nosql-datenbank,Schicht,1
Manipulationssprache,Stapelverarbeitung,Anzahl,1
Datenspeichersystem,Verteilung,Klasse,1
Windows-system,Objektdatenbanksystem,Art,1
Manipulationssprache,Zweck,Anzahl,1
Netzwerkinformation,Primärschlüssel,Kommunikation,1
Objektdatenbanksystem,Sicherheitsmuster,Menge,1
Fehler,Name,Sprechweise,1
System,Datumenmenge,Rang,1
Information,Einsatz,Schicht,1
Datenbanksprache,Laufzeitinformation,Klasse,1
Logdatei,Adressdaten,Schrift,1
Datenverarbeitungssprache,Information,Modell,1
Logging,Harvesting,Gegenstand,1
Server,Logging,Bezeichnung,1
Preprint-server,Datenbanksprache,Konzept,1
Datenbanksystem,Relationale-datenbank-muster,Vielzahl,1
Datenmanipulationssprache,Liste,Zustand,1
Computersystem,Laufzeitinformation,Gruppe,1
Datenbanksystem,Gruppe,Einheit,1
Datenverarbeitungssprache,Entwicklung,Raum,1
Warning,Ereignisprotokoll,Objekt,1
Data-warehouse-system,Auflösungsmuster,Zusammenfassung,1
Manipulationssprache,Feldinhalt,Einheit,1
Objektdatenbank,Datumenbestand,Raum,1
Netzwerkinformation,Upgrade,Verbesserung,1
Transaktionstabelle,Zustand,Ordnung,1
Objektdatenbanksystem,Antimuster,Zustand,1
Windows-system,Laufzeitinformation,Klasse,1
Proxyserver,Hintergrundprogramm,Blatt,1
Internet-information,Information,Symbol,1
Preprint-server,Datentyp,Konzept,1
Tracing,Artikelname,Person,1
Sprache,Adressdaten,Kommunikation,1
Datenmanipulationssprache,Menge,Einheit,1
Computersystem,Medium,System,1
Single-server,Server,Computerprogramm,1
Objektdatenbanksystem,Protokoll,Aufbau,1
Datenspeichersystem,Datenaufsichtssprache,Menge,1
Datenspeichersystem,Menge,Kategorie,1
Data-warehouse-system,Schlüssel,Schema,1
Quelltabelle,Hashtabelle,Anordnung,1
Datenspeichersystem,Information,Zustand,1
Manipulationssprache,Analysezweck,Schicht,1
Computersystem,Datenverarbeitungssprache,System,1
Manipulationssprache,Format,Objekt,1
Data-warehouse-system,Protokoll,Vorgang,1
Netzwerkinformation,Datumensatz,Mitteilung,1
Beginning,Kundennummer,Ereignis,1
Format,Entitätstyp,Gestalt,1
Data-warehouse-system,Adressdaten,Zusammenfassung,1
Data-warehouse-system,Tabellenform,Gruppe,1
E-mail-server,Grafiksoftware,Software,1
Tabelle,Form,Zustand,1
Datenmanipulationssprache,Entitätstyp,Zusammenfassung,1
Datenbanksystem,Rdf-format,Kategorie,1
Objektdatenbanksystem,Manipulationssprache,Kategorie,1
Ereignisprotokolldatei,Fremdschlüssel,Daten,1
