term1,term2,related
Antimuster,Datumenmodell,1
Datenaufsichtssprache,Federation,1
Spezialfall,Fall,1
Zieltabelle,Schlüssel,1
Form,Spezialfall,1
Datumensatz,Masseneinsatz,1
Transaktion,Adressliste,1
Warning,Sprachteil,1
Dokumenten-server,Form,1
Dokumenten-server,Fall,1
Hashtabelle,Satz,1
Computersystem,Berechnungsmodell,1
E-mail-server,Grafiksoftware,1
Transaktionstabelle,Datumenmodell,1
Leistungsproblem,Typ,1
Referenztabelle,History-tabelle,1
Data-warehouse-system,Netzwerkdatenbankmodell,1
Berechnungsmodell,Datumenmodell,1
Form,Datenspeicher,1
Programm,Medium,1
Teilsprache,Analysezweck,1
Datenspeichersystem,Entitätstyp,1
Fetching,Programmieraufwand,1
Preprint-server,Opus-server,1
Internet-information,Datumenbestand,1
Datenbanksprache,Netzwerk,1
Sprache,Stapelverarbeitung,1
Eda-datenbank,Auswertung,1
Tabelle,Teilsprache,1
Datenaufsichtssprache,Open-source-datenbank,1
System,Anwendergruppe,1
Transaktionsprotokoll,Einsatz,1
Processing,Verfahren,1
Datenbanksystem,Struktur,1
Archivsoftware,Anwendungsseite,1
Computersystem,Teilsprache,1
Struktur,Anwendungsseite,1
Dokumentenserver,Format,1
Protokoll,Zustand,1
Querverweistabelle,Architektur,1
Dokumenten-server,Masseneinsatz,1
Hochschulschriftenserver,Medium,1
Teil,Feld,1
Quelltabelle,Menge,1
Windows-system,Verarbeitung,1
Objektdatenbankmodell,Speichermedium,1
Sprache,Abhängigkeitsinformation,1
Referenztabelle,Hashtabelle,1
Hashtabelle,Programm,1
Installationsprogramm,Seite,1
Publikationsserver,Programmzustand,1
Opus-server,Datumenmodell,1
Batch-transaktion,Quelle,1
Single-server,Teil,1
Datenbanksystem,Datumenmenge,1
Name,Menge,1
Hochschulschriftenserver,Code,1
Dokumentmenge,Verfahren,1
Datenbanksprache,Dini-datenbank,1
Satz,Verarbeitung,1
Datenbanksystem,Inhalt,1
Menge,Klasse,1
Datenspeicher,Zustand,1
Datum,Satz,1
System,Nosql-datenbank,1
Teilsprache,Ereignisprotokoll,1
Proxyserver,Grafiksoftware,1
Modell,Systementwicklung,1
Sprache,Lastenverteilung,1
System,Sprache,1
Tracing,Datenspeicher,1
Einsatz,Analysezweck,1
Form,Typbegriff,1
Computersystem,Menge,1
Muster,Entwicklung,1
Single-server,Klasse,1
Data-warehouse-system,Internet-information,1
Querverweistabelle,Antimuster,1
Querverweistabelle,Datensatzbegrenzung,1
Datumenmenge,Fall,1
Processing,Laufzeitfehler,1
Tabelle,Name,1
Mastertabelle,Windows-system,1
Hashtabelle,Anwendungsseite,1
Publikationsserver,Archivsoftware,1
Relationale-datenbank-muster,Laufzeitfehler,1
Fetching,Peer-to-peer-netzwerk,1
Proxyserver,Universität,1
Beginning,Sprache,1
Name,Typ,1
Netzwerkdatenbankmodell,Satz,1
Sprache,Humboldt-universität,1
Benutzerfehler,Kundennummer,1
Dokumentenserver,Fehler,1
Datei,Transaktionsprotokoll,1
Manipulationssprache,Verhalten,1
Data-warehouse-system,Projektarchiv,1
Teilsprache,Form,1
Objektdatenbanksystem,Tabellenform,1
Berechnungsmodell,Quelle,1
Processing,Analysezweck,1
Logging,Form,1
Dokumentenserver,Datumenstruktur,1
Data-warehouse-system,Datenspeicher,1
History-tabelle,Code,1
Windows-system,Hauptspeicher,1
Sicherheitsmuster,Verteilungsmuster,1
System,Datenprotokollierungs-bibliothek,1
Computersystem,Upgrade,1
Netzwerkinformation,Datumenbestand,1
Computersystem,Systementwicklung,1
Rdf-format,Artikelnummer,1
Netzwerkdatenbankmodell,Feld,1
Publikationsserver,Versionsverwaltungssystem,1
Datenbankmodell,Rdf-format,1
Artikelname,Satz,1
Auflösungsmuster,Modell,1
Objektdatenbankmodell,Entwicklung,1
Versionsverwaltungssystem,Transaktionsprotokoll,1
Internet-information,Satz,1
Datenbanksprache,Abhängigkeitsinformation,1
Sprache,Feld,1
Teilsprache,Datumenfeld,1
Processing,Datumenmodell,1
Datei,Adressdaten,1
Tabelle,Form,1
Netzwerkdatenbankmodell,Bibliothek,1
Hintergrundprogramm,Adressliste,1
Data-warehouse-system,Modell,1
Ereignisprotokoll,Attribut,1
Mastertabelle,Dta-verfahren,1
Datenspeichersystem,Datentyp,1
Rdf-format,Speicher,1
Protokoll,Seite,1
Datenverarbeitungssprache,Dta-verfahren,1
Datenmanipulationssprache,Randdatum,1
Datenmanipulationssprache,Sprachteil,1
History-tabelle,Datenbanktabelle,1
Fetching,Quelle,1
Windows-system,Archiv,1
Teilsprache,Objektdatenbankmodell,1
Protokoll,Eintrag,1
Sprache,Sicherheitsmuster,1
Sprache,Applikation,1
Fehler,Speichermedium,1
Processing,Datenbankmodell,1
Anbieterserver,Listen­form,1
Beginning,Kundennummer,1
Berechnungsmodell,Ereignisprotokoll,1
Versionsverwaltungssystem,Verfahren,1
Single-server,Feldname,1
Master-server,Analysezweck,1
Batch-transaktion,Medium,1
Master-server,Anwendungssoftware,1
Grafiksoftware,Archivsoftware,1
Datumensatz,Seite,1
E-mail-server,Datenprotokollierungs-bibliothek,1
Teilsprache,Teil,1
Windows-system,Laufzeitinformation,1
Datenbanksystem,Sprache,1
Sicherheitsmuster,Dta-verfahren,1
Relationale-datenbank-muster,Rdf-format,1
Fehler,Spezialfall,1
Hintergrundprogramm,Quelle,1
Benutzerfehler,Sprachteil,1
Information,Speicher,1
Master-server,Tabellenform,1
Processing,Fremdschlüssel,1
Beginning,Schlüssel,1
Datenbanksprache,Versionsverwaltung,1
Datenbanksystem,Datenmanipulationssprache,1
Netzwerk,Zweck,1
Hochschulschriftenserver,Anwendung,1
Schlüssel,Adressliste,1
Computersystem,Transaktion,1
Laufzeitinformation,Datei,1
Modeling,Netzwerkinformation,1
Berechnungsmodell,Modell,1
Data-warehouse-system,Lastenverteilung,1
Information,Feld,1
Modeling,Format,1
Speichermedium,Quelle,1
Datenbankmodell,Feldname,1
Logdatei,Protokoll,1
Tabelle,Adressliste,1
Windows-system,Datenprotokollierungs-bibliothek,1
Master-server,Speichermedium,1
Verteilungsmuster,Gruppe,1
Setzen,Zusammensetzen,1
Opus-server,Systementwicklung,1
Harvesting,Netzwerkdatenbankmodell,1
Transaktionstabelle,Tabellenform,1
Preprint-server,Archiv,1
Opus-server,Datenbanksystem,1
Berechnungsmodell,Logisch,1
Querverweistabelle,Paket,1
Processing,Ereignisprotokoll,1
Muster,Setzen,1
System,Sicherheit,1
Batch-transaktion,Projekt,1
Fotodatum,Ereignisprotokoll,1
Modell,Dini-datenbank,1
Netzwerkdatenbankmodell,Typ,1
Opus-server,Medium,1
System,Auswertung,1
Zieltabelle,Datenbanksystem,1
Dokumenten-server,Attribut,1
Medium,Artikelnummer,1
Dokumentenserver,Archiv,1
Information,Telemedium,1
Proxyserver,Dini-datenbank,1
System,Antimuster,1
Server,Verarbeitung,1
Referenztabelle,Transaktion,1
Datenspeichersystem,Format,1
Datenverarbeitungssprache,Protokolldatei,1
Berechnungsmodell,Medium,1
Objektdatenbankmodell,Objektdatenbank,1
Hochschulschriftenserver,System,1
Hochschulschriftenserver,Datumenstruktur,1
Dokumentenserver,Objektdatenbanksystem,1
Hashtabelle,Ausfallsicherheit,1
Hashtabelle,Muster,1
Beginning,Verfahren,1
Protokoll,Systementwicklung,1
History-tabelle,Datenverarbeitungssprache,1
Preprint-server,Umgekehrter,1
Modeling,Bibliothek,1
Datenspeichersystem,Netzwerkdatenbankmodell,1
Manipulationssprache,Attribut,1
Windows-system,Dokumentmenge,1
Logging,Datenaufsichtssprache,1
Manipulationssprache,Federation,1
Format,Speicher,1
Preprint-server,Datenbanksprache,1
Datenspeichersystem,Installieren,1
Speicher,Programmieraufwand,1
Anwendungsprogramm,Analysezweck,1
Datenbanksprache,Analysezweck,1
Software,Applikation,1
History-tabelle,Struktur,1
Adressdaten,Protokoll,1
Dokumenten-server,Medium,1
Eda-datenbank,Primärschlüssel,1
Logging,Transaktion,1
Versionsverwaltungssystem,Datumenmodell,1
Manipulationssprache,Medium,1
Satz,Programmzustand,1
Versionsverwaltungssystem,Muster,1
Muster,Kundennummer,1
Zieltabelle,Projekt,1
Modell,Humboldt-universität,1
Datenspeichersystem,Attribut,1
Preprint-server,Leistungsproblem,1
Manipulationssprache,Feldinhalt,1
Quellcodedateien,Log-dateien,1
Modeling,Transaktion,1
Objektdatenbankmodell,Listen­form,1
Data-warehouse-system,Menge,1
Datenspeicher,Objektklasse,1
Anbieterserver,Information,1
Datenmanipulationssprache,Modell,1
Internet-information,Laufzeitinformation,1
Datenbanksystem,Randdatum,1
Ereignisprotokoll,Zustand,1
Querverweistabelle,Artikelnummer,1
Datumenmodell,Auswertung,1
Form,Leistungsproblem,1
Tabelle,Medium,1
Format,Ereignisprotokoll,1
Harvesting,Batch-transaktion,1
Datenmanipulationssprache,Entwicklung,1
Versionsverwaltungssystem,Paket,1
Hashtabelle,Feld,1
Netzwerkdatenbankmodell,Open-source-datenbank,1
Datum,Attribut,1
Format,Dokumentmenge,1
Processing,Feld,1
Artikelname,Fall,1
Programm,Einsatz,1
Dokumenten-server,Nosql-datenbank,1
Name,Paketquelle,1
Hochschulschriftenserver,Objektklasse,1
Tabelle,Sprache,1
Programm,Seite,1
Warning,Primärschlüssel,1
Format,Programmieraufwand,1
Datenbankmodell,Primärschlüssel,1
Benutzerfehler,Ascii-code,1
Information,Sprachteil,1
Berechnungsmodell,Verarbeitung,1
Fetching,Harvesting,1
E-mail-server,Datenspeicher,1
Sprache,Anwendergruppe,1
Xml-format,Format,1
Information,Klasse,1
Tabellenform,Dokumentmenge,1
Beschreibung,Format,1
Data-warehouse-system,Teil,1
Name,Satz,1
Harvesting,Menge,1
Objektdatenbanksystem,Abfragesprache,1
Versionsverwaltungssystem,Entitätstyp,1
Struktur,Klasse,1
E-mail-server,Seite,1
Berechnungsmodell,Datenbankmodell,1
Preprint-server,Ereignisprotokoll,1
Manipulationssprache,Seite,1
Netzwerkdatenbankmodell,Quelle,1
Preprint-server,Adressliste,1
Datenmanipulationssprache,Nosql-datenbank,1
Processing,Fehler,1
Manipulationssprache,Archiv,1
E-mail-server,Medium,1
Geschäftstransaktion,Adressliste,1
Transaktionstabelle,Verteilungsmuster,1
Data-warehouse-system,Feldname,1
Referenztabelle,Ausfallsicherheit,1
Querverweistabelle,Data-warehouse-system,1
Referenztabelle,Relationale-datenbank-muster,1
Computersystem,Eda-datenbank,1
Preprint-server,Datumenmodell,1
Berechnungsmodell,Dokumentmenge,1
Speicher,Paketquelle,1
Dokumenten-server,Sicherheit,1
Modell,Quelle,1
Mastertabelle,Objektklasse,1
Master-server,Datenverarbeitungssprache,1
Tabelle,Objektdatenbank,1
Computersystem,Speichermedium,1
Transaktionstabelle,Datumenstruktur,1
Manipulationssprache,Ereignisprotokolldatei,1
Proxyserver,Lastenverteilung,1
Dokumenten-server,Registration,1
Server,Programm,1
Dokumenten-server,Ascii-code,1
Manipulationssprache,Ausfallsicherheit,1
Artikelname,Peer-to-peer-netzwerk,1
Fetching,Typ,1
Sprache,Typ,1
Master-server,Datenspeichersystem,1
Datenspeicher,Satz,1
Teil,Spezialfall,1
Dokumentenserver,Anwendungssoftware,1
Xml-format,Datenspeicher,1
Form,Entitätstyp,1
Speichermedium,Verfahren,1
Windows-system,Softwareprojekt,1
Tracing,Format,1
Medium,Typ,1
Zieltabelle,Internet-information,1
Relationale-datenbank-muster,Softwareprojekt,1
Publikationsverbund,Zweck,1
Hochschulschriftenserver,Gruppe,1
Warning,Datumenfeld,1
Modell,Kundennummer,1
Computersystem,Adressliste,1
Datenbanksystem,Name,1
History-tabelle,Liste,1
Fetching,Hintergrundprogramm,1
Datenaufsichtssprache,Dini-datenbank,1
Referenztabelle,Datenbanksystem,1
Computersystem,Ascii-code,1
Datenbankanwendung,Edlich,1
Hashtabelle,Information,1
Fremdschlüssel,Transaktionsprotokoll,1
Data-warehouse-system,Manipulationssprache,1
Server,Xml-format,1
History-tabelle,Datenspeichersystem,1
Querverweistabelle,Systementwicklung,1
Computersystem,Netzwerkdatenbankmodell,1
Hochschulschriftenserver,Architektur,1
Dokumenten-server,Programmzustand,1
Datenbankmodell,Archiv,1
Hashtabelle,Versionsverwaltungssystem,1
Fetching,Laufzeitinformation,1
Dokumenten-server,Muster,1
Datenmanipulationssprache,Speichermedium,1
Dokumentenserver,Dokumentmenge,1
Abhängigkeitsinformation,Benutzerfehler,1
Datenmanipulationssprache,Projektdatum,1
Hashtabelle,Programmzustand,1
Preprint-server,Modell,1
Manipulationssprache,Paket,1
Datenverarbeitungssprache,Teilsprache,1
Quelltabelle,Zweck,1
Datumenmodell,Logisch,1
Master-server,Objektdatenbanksystem,1
Tabelle,Anwendung,1
Netzwerkinformation,Benutzerfehler,1
Format,Datumenstruktur,1
Primärschlüssel,Liste,1
Datumensatz,Verfahren,1
Opus-server,Name,1
Tabelle,Berechnungsmodell,1
Xml-format,Anwendungsseite,1
Beginning,Harvesting,1
Manipulationssprache,Antimuster,1
Tabelle,Datumenbestand,1
Transaktionstabelle,Projekt,1
Netzwerkdatenbankmodell,Datentyp,1
Proxyserver,Transaktion,1
Entwicklung,Aufwand,1
Dokumenten-server,Versionsverwaltungssystem,1
Fetching,Satz,1
Gurocksoftware,Anwendungsprogramm,1
Manipulationssprache,Zustand,1
Proxyserver,Feld,1
Sprache,Architektur,1
Lookup-tabelle,Form,1
Objektdatenbanksystem,Muster,1
Ereignisprotokoll,Einsatz,1
Abhängigkeitsinformation,Protokoll,1
Artikelname,Applikation,1
Windows-system,Sprache,1
Einsatz,Zweck,1
Schlüssel,Datumenbestand,1
Dokumentenserver,Speicher,1
Computersystem,Entitätstyp,1
Sicherheitsmuster,Muster,1
Computersystem,Randdatum,1
Schlüssel,Code,1
Sprache,Abfragesprache,1
Artikelname,Aufwand,1
Datumensatz,Sprachteil,1
Sprache,Ereignisprotokolldatei,1
Proxyserver,Datumenbestand,1
Datenbanksystem,Softwareprojekt,1
Master-server,Teil,1
Datenmanipulationssprache,Programm,1
Name,Zweck,1
Objektdatenbank,Ereignisprotokoll,1
Modell,Anwendungsseite,1
Tracing,Gruppe,1
Lookup-tabelle,Liste,1
Entwicklung,Programmieraufwand,1
Tabelle,Laufzeitinformation,1
Referenztabelle,Objektklasse,1
Datumenstruktur,Zweck,1
Beginning,Masseneinsatz,1
Single-server,Verantwortlich,1
Datenbank-)abfragesprache,Nutzerverhalten,1
Verteilungsmuster,Klasse,1
System,Programmpaket,1
Rdf-format,Publikation,1
Logging,Format,1
System,Projektdatum,1
Satz,Struktur,1
Hochschulschriftenserver,Umgekehrter,1
System,Entwicklung,1
Datenaufsichtssprache,Programmpaket,1
Nosql-systeme,Datumenfeld,1
Datumenmodell,Paket,1
Transaktionstabelle,Datenaufsichtssprache,1
Datenspeichersystem,Einheitlich,1
Versionsverwaltungssystem,Auswertung,1
System,Quelle,1
Modell,Logisch,1
Hashtabelle,Zweck,1
Datenbankmodell,Verarbeitung,1
Berechnungsmodell,Fremdschlüssel,1
Publikationsserver,Dini-datenbank,1
Datenmanipulationssprache,Tabellenform,1
Information,Open-source-datenbank,1
Datenmanipulationssprache,Standardverhalten,1
Data-warehouse-system,Inhalt,1
Beginning,Typ,1
Dokumentmenge,Entwicklung,1
Nutzungsdatum,Datumensatz,1
Processing,Quelle,1
Versionsverwaltungssystem,Projektarchiv,1
Dokumentenserver,Softwarelösung,1
Transaktionsprotokoll,Objektklasse,1
Eda-datenbank,Form,1
Publikationsserver,Code,1
Anwendungsprogramm,Sprachteil,1
Information,Dokumentmenge,1
Objektdatenbanksystem,Versionsverwaltung,1
Fremdschlüssel,Name,1
Dokumentenserver,Objektdatenbank,1
E-mail-server,Klasse,1
Referenztabelle,Listen­form,1
Menge,Programmieraufwand,1
Geschäftstransaktion,Entwicklung,1
Datenmanipulationssprache,Ascii-code,1
Transaktion,Liste,1
Objektdatenbanksystem,Programm,1
Transaktionsprotokoll,Stapelverarbeitung,1
Telemedium,Datumensatz,1
Manipulationssprache,Logdatei,1
Publikationsserver,Datenbanksystem,1
Hochschulschriftenserver,Eda-datenbank,1
E-mail-server,Transaktion,1
Data-warehouse-system,Datenbanksprache,1
Windows-system,Abhängigkeitsinformation,1
Dokumenten-server,Datumenmodell,1
Logging,Schlüssel,1
Server,Analysezweck,1
Querverweistabelle,Programmpaket,1
Datenverarbeitungssprache,Logdatei,1
Anbieterserver,Architektur,1
Objektdatenbankmodell,Programmzustand,1
Sprache,Nosql-datenbank,1
E-mail-server,Teilsprache,1
Anbieterserver,Anwendungsseite,1
Struktur,Spezialfall,1
Berechnungsmodell,Lastenverteilung,1
Schlüssel,Datenbank-)abfragesprache,1
History-tabelle,Datenbanksystem,1
Quelltabelle,Seite,1
Datenbanksprache,Bibliothek,1
Dokumenten-server,Open-source-datenbank,1
Manipulationssprache,Typ,1
Listen­form,Rdf-format,1
Datenbanksprache,Transaktionsprotokoll,1
Fetching,Abfragesprache,1
Sprache,Attribut,1
Programm,Batch-transaktion,1
Proxyserver,Gurocksoftware,1
Datenbanksystem,Datenbank-)abfragesprache,1
Dokumentenserver,Transaktionsprotokoll,1
Information,Listen­form,1
Single-server,Telemedium,1
Dini-datenbank,Open-source-datenbank,1
Harvesting,Anwendung,1
Publikationsserver,Analyse,1
Datenbanksprache,Einheitlich,1
Warning,Datenmanipulationssprache,1
Data-warehouse-system,Verwaltung,1
Struktur,Analysezweck,1
Single-server,Spezialfall,1
Datenaufsichtssprache,Dokumentmenge,1
Dokumenten-server,Datenmanipulationssprache,1
Mastertabelle,Liste,1
Artikelname,Entwicklung,1
Systementwicklung,Edlich,1
Windows-system,Protokoll,1
Datenbanksprache,Xml-format,1
Xml-format,Problem,1
Berechnungsmodell,Open-source-datenbank,1
Berechnungsmodell,Hauptspeicher,1
Hochschulschriftenserver,Feld,1
Dokumentmenge,Teil,1
Datenmanipulationssprache,Adressdaten,1
Transaktion,Feld,1
Single-server,Analysezweck,1
Relationale-datenbank-muster,Protokoll,1
Modeling,Abfragesprache,1
History-tabelle,Datenbanksprache,1
Hauptspeicher,Universität,1
Datumenmodell,Eda-datenbank,1
Data-warehouse-system,Xml-format,1
Warning,Netzwerk,1
Sprache,Struktur,1
Information,Schlüssel,1
History-tabelle,Seite,1
Datenbanksprache,Anforderung,1
Fetching,Sprachteil,1
Benutzerfehler,Speichermedium,1
Dokumentenserver,Nosql-datenbank,1
Hochschulschriftenserver,Anwendungsprogramm,1
Processing,Transaktion,1
Datenmanipulationssprache,Dta-verfahren,1
Abhängigkeitsinformation,Laufzeitfehler,1
Fetching,Paketquelle,1
Datenbanksprache,Auflösungsmuster,1
Berechnungsmodell,Listen­form,1
Auflösungsmuster,Zweck,1
Berechnungsmodell,Datumenstruktur,1
Datenspeichersystem,Denormalisierungsmuster,1
Datenverarbeitungssprache,Netzwerk,1
Datumenmodell,Tabellenform,1
Mastertabelle,Ausfallsicherheit,1
Tabelle,Stapelverarbeitung,1
Ereignisprotokoll,Typ,1
Preprint-server,Hauptspeicher,1
Form,Entwicklung,1
Datumenmodell,Datenprotokollierungs-bibliothek,1
Benutzerfehler,Auswertung,1
Querverweistabelle,Sicherheitsmuster,1
Installationsprogramm,Bibliothek,1
Teil,Fall,1
Lookup-tabelle,Versionsverwaltungssystem,1
Logging,Zweck,1
Datenbanksprache,Applikation,1
Fremdschlüssel,Streaming-media-applikation,1
Fehler,Analysezweck,1
Beginning,Information,1
Hochschulschriftenserver,Archivsoftware,1
Versionsverwaltungssystem,Universität,1
Lookup-tabelle,Struktur,1
Datenbanksystem,Einsatz,1
Datenbanksystem,Ansi-sparc-architektur,1
Eda-datenbank,Listen­form,1
Publikationsserver,Protokoll,1
Hochschulschriftenserver,Feldname,1
Menge,Ereignisprotokoll,1
Computersystem,Verteilungsmuster,1
Datumenmodell,Typ,1
Schlüssel,Artikelname,1
Datumenmodell,Benutzerfehler,1
Publikationsserver,Universität,1
Protokoll,Leistungsproblem,1
Datenspeicher,Zweck,1
System,Datenverarbeitungssprache,1
Objektdatenbanksystem,Typbegriff,1
Anbieterserver,Anwendungssoftware,1
Tabelle,Antimuster,1
Computersystem,Primärschlüssel,1
Datenaufsichtssprache,Tabellenform,1
Master-server,E-mail-server,1
Manipulationssprache,Datenspeicher,1
Datenbanksprache,Aktualisieren,1
Satz,Softwareprojekt,1
Hintergrundprogramm,Analysezweck,1
Versionsverwaltungssystem,Einheitlich,1
Netzwerkdatenbankmodell,Universität,1
Logging,Datumenmodell,1
Datenspeichersystem,Schlüssel,1
Datenaufsichtssprache,Kundennummer,1
Struktur,Projekt,1
Hashtabelle,Sicherheit,1
Objektdatenbankmodell,Netzwerk,1
Datenbanksystem,Datenprotokollierungs-bibliothek,1
Sprachteil,Peer-to-peer-netzwerk,1
Beginning,Adressliste,1
Manipulationssprache,Denormalisierungsmuster,1
System,Listen­form,1
Hauptspeicher,Fall,1
Hochschulschriftenserver,Klasse,1
Fetching,Dokumentmenge,1
Internet-information,Upgrade,1
Fetching,Sprache,1
Hashtabelle,Installieren,1
Eda-datenbank,Datenprotokollierungs-bibliothek,1
Satz,Typ,1
Blog-eintrag,Eintrag,1
Sprachteil,Masseneinsatz,1
Dokumentenserver,Open-source-datenbank,1
System,Dokumentmenge,1
Geschäftstransaktion,Sprachteil,1
Harvesting,Hintergrundprogramm,1
Modell,Name,1
Hintergrundprogramm,Feldname,1
Objektdatenbanksystem,Gruppe,1
Datenbanksprache,Ansi-sparc-architektur,1
Datenmanipulationssprache,Laufzeitinformation,1
Preprint-server,Projektarchiv,1
E-mail-server,Feld,1
Speicher,Quelle,1
Zieltabelle,Tabellenform,1
E-mail-server,Datenbanksprache,1
History-tabelle,Lastenverteilung,1
Preprint-server,Versionsverwaltungssystem,1
Datenbankmodell,Dta-verfahren,1
Sicherheitsmuster,Datumensatz,1
Datenbanksprache,Architektur,1
Datenmanipulationssprache,Dokumentmenge,1
Relationale-datenbank-muster,Klasse,1
Single-server,Nosql-datenbank,1
Modell,Typ,1
Logging,Speichermedium,1
Auflösungsmuster,Medium,1
Opus-server,Speichermedium,1
Computersystem,Datentyp,1
Dokumenten-server,Transaktionsprotokoll,1
System,Abhängigkeitsinformation,1
Seite,Projekt,1
Name,Objektklasse,1
Ereignisprotokoll,Verhalten,1
Satz,Leistungsproblem,1
Abhängigkeitsinformation,Fehler,1
Datenspeichersystem,Transaktionsprotokoll,1
Datenbanksystem,Modell,1
Processing,Speicher,1
Seite,Zweck,1
Schlüssel,Datumensatz,1
System,Architektur,1
Single-server,Artikelname,1
Data-warehouse-system,Humboldt-universität,1
Objektdatenbanksystem,Datumenmodell,1
Fetching,Zustand,1
Dokumentenserver,Medium,1
Datenspeichersystem,Datumenmenge,1
Dokumenten-server,Seite,1
System,Ereignisprotokolldatei,1
Anbieterserver,Opus-server,1
Problem,Projekt,1
Computersystem,Paket,1
Datenbanksprache,Archiv,1
Tracing,Xml-format,1
Netzwerkdatenbankmodell,Zustand,1
Klasse,Softwareprojekt,1
Muster,Laufzeitfehler,1
Opus-server,Verarbeitung,1
Objektdatenbanksystem,Denormalisierungsmuster,1
Anwendungsprogramm,Medium,1
Geschäftstransaktion,Speichermedium,1
Warning,Datenaufsichtssprache,1
Manipulationssprache,Datum,1
Datenaufsichtssprache,Feld,1
System,Klasse,1
Server,Logging,1
Quelltabelle,Form,1
Master-server,Data-warehouse-system,1
Datei,Nutzdaten,1
Relationale-datenbank-muster,Datenbankmodell,1
History-tabelle,Typ,1
Dokumenten-server,Federation,1
Artikelname,Anwendungsseite,1
Single-server,Fall,1
Form,Ereignisprotokoll,1
Anwendungssoftware,Seite,1
Processing,Programm,1
Referenztabelle,Datenverarbeitungssprache,1
Transaktionsprotokoll,Spezialfall,1
Versionsverwaltungssystem,Entwicklung,1
Dokumenten-server,Grafiksoftware,1
Grafiksoftware,Seite,1
Dokumenten-server,Struktur,1
Data-warehouse-system,Medium,1
Echtzeitauswertung,Auswertung,1
Anbieterserver,Datenspeichersystem,1
Eda-datenbank,Archiv,1
Sprachteil,Anwendungsseite,1
Versionsverwaltungssystem,Eda-datenbank,1
Teilsprache,Laufzeitinformation,1
Objektdatenbanksystem,Registration,1
Fetching,Benutzerfehler,1
Master-server,Versionsverwaltungssystem,1
Windows-system,Lastverteilung,1
Netzwerkdatenbankmodell,Spezialfall,1
Warning,Fremdschlüssel,1
Abhängigkeitsinformation,Schlüssel,1
Modeling,Telemedium,1
Tracing,Name,1
Dokumenten-server,Installationsprogramm,1
Modell,Archiv,1
Sicherheitsmuster,Nutzdaten,1
Sprache,Listen­form,1
Berechnungsmodell,Entwicklung,1
Sicherheitsmuster,Abhängigkeitsinformation,1
Lookup-tabelle,Muster,1
Software,Kundennummer,1
Datenmanipulationssprache,Aufwand,1
Beginning,Fehler,1
Processing,Anwendung,1
Datenaufsichtssprache,Netzwerk,1
Name,Fall,1
Tabelle,Netzwerkdatenbankmodell,1
Harvesting,Primärschlüssel,1
Information,Satz,1
Anbieterserver,Dokumenten-server,1
Lookup-tabelle,Teilsprache,1
Manipulationssprache,Fotodatum,1
Proxyserver,Installationsprogramm,1
Paketverwaltung,Sperrverwaltung,1
Master-server,Open-source-datenbank,1
Modell,Lastenverteilung,1
Objektdatenbanksystem,Aktualisieren,1
History-tabelle,Denormalisierungsmuster,1
Datenbanksystem,Registration,1
Netzwerkdatenbankmodell,Xml-format,1
Information,Menge,1
Opus-server,Feldname,1
Mastertabelle,Spezialfall,1
Manipulationssprache,Netzwerk,1
Hauptspeicher,Problem,1
Datenmanipulationssprache,Berechnungsmodell,1
Datenbankmodell,Sächsisch,1
Datenbanksprache,Sprachteil,1
Datenverarbeitungssprache,Protokoll,1
Computersystem,Verwaltung,1
Laufzeitfehler,Einsatz,1
Anbieterserver,Archivsoftware,1
Teil,Typ,1
Teilsprache,Anwendergruppe,1
Sprache,Programmpaket,1
Querverweistabelle,Lastverteilung,1
Datenaufsichtssprache,Registration,1
Dokumenten-server,Datumensatz,1
Windows-system,Ascii-code,1
Muster,Bibliothek,1
Opus-server,Installationsprogramm,1
Dokumentenserver,Netzwerkdatenbankmodell,1
Fremdschlüssel,Zweck,1
Dokumentenserver,Proxyserver,1
Fetching,Schlüssel,1
Primärschlüssel,Medium,1
Quelltabelle,Denormalisierungsmuster,1
Programm,Speichermedium,1
Hauptspeicher,Zweck,1
Objektdatenbank,Architektur,1
Transaktionstabelle,Hashtabelle,1
Name,Sächsisch,1
Eda-datenbank,Nosql-datenbank,1
Publikationsserver,Software,1
Objektdatenbank,Dokumentmenge,1
Preprint-server,Artikelname,1
Datenmanipulationssprache,Fremdschlüssel,1
Teilsprache,Sprache,1
Versionsverwaltungssystem,Telemedium,1
Netzwerkdatenbankmodell,Paket,1
Artikelname,Transaktionsprotokoll,1
Querverweistabelle,Relationale-datenbank-muster,1
Data-warehouse-system,Feld,1
Datenmanipulationssprache,Ereignisprotokolldatei,1
Berechnungsmodell,Struktur,1
Eda-datenbank,Bibliothek,1
Versionsverwaltungssystem,Upgrade,1
Processing,Hauptspeicher,1
Datenbanksprache,Zustand,1
Speicher,Datumenfeld,1
Software,Xml-format,1
Master-server,Geschäftstransaktion,1
Artikelname,Datumensatz,1
Sicherheitsmuster,Anwendung,1
Rdf-format,Bestand,1
Datenspeichersystem,Hauptspeicher,1
Versionsverwaltungssystem,Dta-verfahren,1
Verteilung,Ausfallsicherheit,1
Hashtabelle,Relationale-datenbank-muster,1
Data-warehouse-system,Entitätstyp,1
Quelltabelle,Fremdschlüsselbegrenzung,1
Master-server,Datumensatz,1
Datenmanipulationssprache,Struktur,1
Proxyserver,Information,1
Netzwerkinformation,Schlüssel,1
Versionsverwaltungssystem,Begriff,1
