labels,words,scores
Realisierung,"Dienstgeschäft, Haustürgeschäft, Berg, Arbeitgeber, Regelung, Eisenbahn, Unternehmen, Abenteuer, Durchführung, Bahn",0.7565740427149604
Staat,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Land, Deutschland, Europa, Kontinent, Österreich, Schweiz, Band, Asien, Bahn",0.7562042484131181
Erledigung,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.7552796323318692
Hausflur,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.7552796323318692
Gasse,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.7552796323318692
Laufen,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Lehrkraft, Bürger, Tramp, Anhalter, Mensch, Unternehmen, Band, Frau, Soldat, Richter, Kraftfahrer, Autor",0.7552796323318692
Einrichtung,"Fahrtzweck, Erziehungszweck, Zweck, Programm, Musterschule, Schule, Außendienst, Dienst, Zeit, Reiseführer, Schulbusschild, Schild, Schulverein, Verein, Einsatzorganisation, Organisation, Straßenverbindung, Verbindung, Grund, Arbeitsanweisung, Dienstanweisung, Art, Gastfamilie, Familie, Berg, Wohlfahrtsverband, Caritasverband, Dienstreise, Teil, Transportmittel, Privatwirtschaft, Schiff, Schweiz, Information, Welt, Richter, Dienststelle, Bestandteil, Bestimmung, Bahn, Stelle",0.7524484372082885
Energie,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Personenverkehrsaufwand, Zeitaufwand, Aufwand, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Kennenlernen, Lernen, Dienstgang, Unterrichtsgang, Art, Familie, Land, Reisekosten, Deutschland, Mensch, Österreich, Schweiz, Erledigung",0.7506559369132877
Menschen,"Dienstgeschäft, Haustürgeschäft, Tätigkeit, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft, Bahn",0.7500805013272179
Fest,"Dienstgeschäft, Haustürgeschäft, Tätigkeit, Arbeitgeber, Eisenbahn, Unternehmen, Abenteuer, Gesellschaft, Bahn",0.7500805013272179
Verhalten,"Staat, Klasse, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Mitfahren, Abgefahren, Fahren, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Sicherheitsregel, Regel, Dienst, Pflicht, Erziehungsarbeit, Arbeit, Einzelbeschreibung, Beschreibung, Kennenlernen, Lernen, Verein, Einsatzorganisation, Organisation, Flug, Trampertreffen, Treffen, Teil, Transportmittel, Ziel, Unternehmen, Information, Studie, Erledigung, Dienststelle, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.7483843338459459
Element,"Klasse, Fahrtzweck, Erziehungszweck, Zweck, Schulprogramm, Fahrtenprogramm, Programm, Arbeitszeit, Dienst, Wegzeit, Zeit, Dauer, Weltreiseführer, Reiseführer, Schulbusschild, Schild, Roman, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Arbeitsanweisung, Dienstanweisung, Beurteilung, Art, Gastfamilie, Familie, Inselsberg, Berg, Land, Teil, Privatwirtschaft, Tag, Zahl, Jahrhundert, Mensch, Schweiz, Kraftfahrzeug, Verb, Information, Abenteuer, Gesellschaft, Welt, Richter, Bestandteil, Bestimmung, Bahn, Stelle",0.7468646331129967
Wohnung,"Zweck, Musterschule, Schule, Außendienst, Dienst, Schild, Schulverein, Verein, Einsatzorganisation, Organisation, Verbindung, Arbeitsanweisung, Dienstanweisung, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Teil, Transportmittel, Privatwirtschaft, Schiff, Schweiz, Information, Welt, Dienststelle, Bestandteil, Bahn",0.7459812981936305
Erwerben,"Form, Schild, Roman, Hochkulturschema, Trivialschema, Rahmen, Geschichte, Welt, Bezug, Bahn",0.7432573633130447
Einkünfte,"Form, Schild, Roman, Hochkulturschema, Trivialschema, Rahmen, Geschichte, Welt, Bezug, Bahn",0.7432573633130447
Mensch,"Wagenklasse, Beförderungsklasse, Klasse, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Gastschüler, Schüler, Dienstgeschäft, Haustürgeschäft, Weltreiseführer, Reiseführer, Betriebsausgabe, Ausgabe, Lehrkraft, Art, Familie, Ewr-bürger, Bürger, Tramp, Arbeitgeber, Anhalter, Autofahrer, Eisenbahn, Unternehmen, Band, Frau, Abenteuer, Soldat, Richter, Bahn, Kraftfahrer, Autor",0.7426724165654995
Gewinn,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.7400907238827237
Ausscheidung,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.7400907238827237
Angelegenheit,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Transportmittel, Ziel, Information, Studie, Erledigung, Unterweisung, Durchführung, Richtung, Verbreitung, Verbrechen",0.7400907238827237
Truppenteil,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Arbeitszeit, Austauschjahr, Jahr, Außendienst, Dienst, Wegzeit, Zeit, Arbeitsort, Ort, Reiseführer, Arbeit, Aufenthalt, Roman, Verein, Hochkulturschema, Trivialschema, Trampertreffen, Treffen, Grund, Betrieb, Reiseart, Art, Landschulwoche, Woche, Rechtsbegriff, Begriff, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Land, Deutschland, Bedeutung, Rahmen, Jahrhundert, Arbeitsstätte, Unternehmen, Monat, Österreich, Schweiz, Gesellschaft, August, Richter, Gruppe",0.7381656615960975
Modell,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Reiseform, Wiki-form, Form, Schule, Dienst, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Grund, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Teil, Wohnung, Privatwirtschaft, Regelung, Schiff, Mensch, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.7353441442020424
Objekt,"Fahrtzweck, Erziehungszweck, Zweck, Programm, Schule, Zeit, Arbeitsort, Ort, Reiseführer, Arbeit, Betriebsausgabe, Ausgabe, Aufenthalt, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Science-fiction-roman, Roman, Organisation, Grund, Betrieb, Familie, Inselsberg, Berg, Auto, Teil, Transportmittel, Ziel, Autofahrer, Privatwirtschaft, Eisenbahn, Schiff, Arbeitsstätte, Monat, Schweiz, Band, Kraftfahrzeug, August, Thema, Richter, Bestandteil, Bestimmung, Bahn, Fahrer, Stelle, Fahrzeug",0.7348342409532079
Fahrzeug,"Schulbus, Auto, Autofahrer, Schiff, Kraftfahrzeug, Fahrer",0.7342070877622551
Anordnung,"Reiseform, Wiki-form, Form, Programm, Weltreiseführer, Reiseführer, Arbeitsanweisung, Dienstanweisung, Wandererlass, Fahrtenerlass, Wohlfahrtsverband, Caritasverband, Schülersammelliste, Schülerliste, Information, Richter, Bestimmung",0.7327075835496957
Kleidungsstück,"Klasse, Schulprogramm, Fahrtenprogramm, Programm, Arbeitszeit, Dienst, Wegzeit, Zeit, Dauer, Weltreiseführer, Reiseführer, Schulbusschild, Schild, Roman, Dienstgang, Unterrichtsgang, Reisegrund, Grund, Beurteilung, Art, Gastfamilie, Familie, Inselsberg, Berg, Land, Teil, Privatwirtschaft, Tag, Zahl, Jahrhundert, Mensch, Schweiz, Verb, Information, Abenteuer, Gesellschaft, Welt, Richter, Bestandteil, Bestimmung, Bahn, Stelle",0.7321844109719746
Wort,"Zweck, Programm, Ort, Dienstgeschäft, Haustürgeschäft, Reiseführer, Betriebsausgabe, Ausgabe, Schulbusschild, Schild, Arbeitsanweisung, Dienstanweisung, Art, Gastfamilie, Familie, Schülersammelliste, Schülerliste, Deutschland, Teil, Privatwirtschaft, Schiff, Schweiz, Verb, Welt, Richter, Bundesland, Bestandteil, Bahn, Stelle",0.7313471889487524
Mittel,"Taggeld, Nächtigungsgeld, Kilometergeld, Trennungsgeld, Geld, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Fahrtkosten, Übernachtungskosten, Werbungskosten, Kosten, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Leistung, Personenverkehrsaufwand, Zeitaufwand, Aufwand, Schulprogramm, Fahrtenprogramm, Programm, Schule, Dienst, Arbeitsort, Ort, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Reiseverkehrsmittel, Verkehrsmittel, Schulbusschild, Schild, Organisation, Nielsen, Passen, Unterhaltungsbetrieb, Betrieb, Land, Reisekosten, Deutschland, Auto, Transportmittel, Wohnung, Eisenbahn, Schiff, Reiseziel, Arbeitsstätte, Österreich, Schweiz, Erledigung, Bestimmung, Bahn, Richtung, Übernachtung",0.7299097029956376
Tätigkeit,"Fahrt, Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Arbeitsleistung, Regelleistung, Leistung, Außendienst, Dienst, Ort, Dienstgeschäft, Haustürgeschäft, Arbeitspflicht, Pflicht, Auswärtstätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Kennenlernen, Lernen, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Dienstgang, Unterrichtsgang, Tramper-bewegung, Hippie-bewegung, Treffen, Reisegrund, Grund, Unterhaltungsbetrieb, Betrieb, Beurteilung, Art, Familie, Berg, Dienstreise, Land, Deutschland, Arbeitgeber, Teil, Ziel, Regelung, Eisenbahn, Mensch, Unternehmen, Österreich, Schweiz, Abenteuer, Erledigung, Unterweisung, Durchführung, Bahn, Richtung, Stelle, Verbreitung",0.7275018804055909
Großeltern,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hippie-generation, Generation, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7252686623089977
Eltern,"Fahrt, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Sicherheit, Tätigkeit, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hippie-generation, Generation, Reiseart, Art, Gastfamilie, Familie, Regelung, Mensch, Verb, Information, Geschichte, Verbreitung, Verbrechen",0.7252686623089977
Organisation,"Zweck, Form, Außendienst, Dienst, Roman, Schulverein, Verein, Einsatzorganisation, Dienstgang, Unterrichtsgang, Straßenverbindung, Verbindung, Reiseart, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Land, Mensch, Welt, Weblink",0.7237004231614441
Bedeutung,"Ausgabe, Schild, Familie, Schülersammelliste, Schülerliste, Deutschland, Teil, Verb, Bundesland, Bahn, Stelle",0.7235412990821168
Gerät,"Zweck, Musterschule, Schule, Außendienst, Dienst, Schulbus, Reiseverkehrsmittel, Verkehrsmittel, Schild, Schulverein, Verein, Einsatzorganisation, Organisation, Verbindung, Arbeitsanweisung, Dienstanweisung, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Auto, Teil, Transportmittel, Autofahrer, Privatwirtschaft, Eisenbahn, Schiff, Schweiz, Kraftfahrzeug, Information, Welt, Dienststelle, Bestandteil, Bahn",0.7229026766048123
Konzept,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schulprogramm, Fahrtenprogramm, Programm, Schule, Außendienst, Dienst, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Hochkulturschema, Trivialschema, Grund, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Dienstreise, Teil, Wohnung, Privatwirtschaft, Regelung, Schiff, Mensch, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.7198194691368667
Stelle,"Klasse, Fahrtzweck, Erziehungszweck, Zweck, Leistung, Schule, Dienst, Arbeitsort, Ort, Erziehungsarbeit, Arbeit, Strandaufenthalt, Aufenthalt, Organisation, Unterhaltungsbetrieb, Betrieb, Transportmittel, Wohnung, Schiff, Reiseziel, Arbeitsstätte, Erledigung, Bestimmung, Richtung, Übernachtung",0.7175057582721123
Verbindung,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Fahrtzweck, Erziehungszweck, Zweck, Schüler, Reiseführer, Dienstgang, Unterrichtsgang, Straßenverbindung, Lehrkraft, Bürger, Tramp, Land, Deutschland, Anhalter, Europa, Kontinent, Mensch, Unternehmen, Österreich, Band, Frau, Soldat, Asien, Welt, Weblink, Richter, Bahn, Kraftfahrer, Autor",0.716769949402021
Person,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Form, Leistung, Gastschüler, Schüler, Dienstgeschäft, Haustürgeschäft, Weltreiseführer, Reiseführer, Arbeit, Betriebsausgabe, Ausgabe, Lernen, Roman, Treffen, Lehrkraft, Reiseart, Art, Gastfamilie, Familie, Ewr-bürger, Bürger, Tramp, Arbeitgeber, Anhalter, Teil, Autofahrer, Eisenbahn, Unternehmen, Abenteuer, Soldat, Richter, Unterweisung, Bahn, Gruppe, Kraftfahrer, Verbreitung, Autor",0.7155782633541033
Plural,"Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Information, Erledigung, Dienststelle, Bestimmung, Richtung, Übernachtung, Stelle",0.7142002759612299
Platz,"Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Information, Erledigung, Dienststelle, Bestimmung, Richtung, Übernachtung, Stelle",0.7142002759612299
Ortgang,"Staat, Wagenklasse, Beförderungsklasse, Klasse, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitsort, Ort, Pflicht, Erziehungsarbeit, Arbeit, Lernen, Strandaufenthalt, Aufenthalt, Schild, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Art, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Schiff, Reiseziel, Mensch, Arbeitsstätte, Information, Erledigung, Dienststelle, Bestimmung, Richtung, Übernachtung, Stelle",0.7142002759612299
Gang,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Klasse, Gastschüler, Schüler, Weltreiseführer, Reiseführer, Ausgabe, Dienstgang, Unterrichtsgang, Flug, Lehrkraft, Ewr-bürger, Bürger, Tramp, Anhalter, Autofahrer, Eisenbahn, Mensch, Unternehmen, Band, Frau, Abenteuer, Soldat, Richter, Kraftfahrer, Autor",0.7099247965766164
Maß,"Weltreiseführer, Reiseführer, Jahrhundert, Monat, Information, August, Richter, Stelle",0.7095524123315686
Vorgang,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Reiseform, Wiki-form, Form, Arbeitsleistung, Regelleistung, Leistung, Dienst, Reiseführer, Auswärtstätigkeit, Tätigkeit, Erziehungsarbeit, Arbeit, Betriebsausgabe, Ausgabe, Schild, Science-fiction-roman, Roman, Mediumeninteresse, Interesse, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Art, Rechtsbegriff, Begriff, Familie, Inselsberg, Berg, Ziel, Bedeutung, Literatur, Regelung, Zahl, Mensch, Unternehmen, Erholung, Frau, Geschichte, Abenteuer, Welt, Richter, Erledigung, Bestimmung, Durchführung, Bahn, Richtung, Mitnahme, Stelle",0.7088005179997671
Anzahl,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Außendienst, Dienst, Sicherheit, Ort, Tätigkeit, Betriebsausgabe, Ausgabe, Schild, Roman, Schulverein, Verein, Dienstgang, Unterrichtsgang, Verbindung, Reisegrund, Grund, Gefährdungsbeurteilung, Beurteilung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Dienstreise, Teil, Wohnung, Bedeutung, Privatwirtschaft, Regelung, Eisenbahn, Schiff, Zahl, Mensch, Unternehmen, Schweiz, Band, Verb, Information, Abenteuer, Soldat, Gesellschaft, Bestandteil, Bezug, Bahn, Gruppe, Milliarde, Million, Stelle, Verbreitung, Verbrechen",0.7068661666573566
Unternehmen,"Arbeitsleistung, Regelleistung, Leistung, Schule, Dienstgeschäft, Haustürgeschäft, Erziehungsarbeit, Arbeit, Beschreibung, Kennenlernen, Lernen, Organisation, Trampertreffen, Treffen, Arbeitgeber, Transportmittel, Ziel, Eisenbahn, Information, Studie, Abenteuer, Erledigung, Unterweisung, Durchführung, Bahn, Richtung, Verbreitung, Verbrechen",0.7063088689473576
Güte,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Schule, Dienst, Sicherheit, Tätigkeit, Schild, Science-fiction-roman, Roman, Dienstgang, Unterrichtsgang, Grund, Arbeitsanweisung, Dienstanweisung, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Teil, Wohnung, Privatwirtschaft, Regelung, Schiff, Mensch, Schweiz, Verb, Information, Geschichte, Soldat, Gesellschaft, Welt, Bestandteil, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.7028485159330707
Lebewesen,"Wagenklasse, Beförderungsklasse, Klasse, Bundesreisekostengesetz, Einkommensteuergesetz, Arbeitsgesetz, Gastschüler, Schüler, Dienstgeschäft, Haustürgeschäft, Weltreiseführer, Reiseführer, Betriebsausgabe, Ausgabe, Hippie-generation, Generation, Lehrkraft, Art, Familie, Ewr-bürger, Bürger, Tramp, Arbeitgeber, Anhalter, Autofahrer, Eisenbahn, Unternehmen, Abenteuer, Soldat, Richter, Bahn, Kraftfahrer, Autor",0.7013921043382905
Raumzeit,"Wagenklasse, Beförderungsklasse, Klasse, Zweck, Form, Vorphase, Anfangphase, Hochphase, Schule, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Arbeitsort, Ort, Arbeit, Ausgabe, Aufenthalt, Roman, Organisation, Dienstgang, Unterrichtsgang, Betrieb, Reiseart, Art, Landschulwoche, Woche, Gastfamilie, Familie, Teil, Transportmittel, Wohnung, Tag, Schiff, Jahrhundert, Mensch, Arbeitsstätte, Monat, Erholung, Frau, Geschichte, Soldat, August, Beginn, Erledigung, Bestimmung, Gruppe, Mitnahme",0.6994821449828098
Zeit,"Form, Leistung, Vorphase, Anfangphase, Hochphase, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Dienst, Wegzeit, Tätigkeit, Betriebsausgabe, Ausgabe, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Landschulwoche, Woche, Literatur, Regelung, Tag, Jahrhundert, Mensch, Monat, Erholung, Frau, Geschichte, August, Beginn, Erledigung, Bestimmung, Mitnahme",0.6983028446731805
Ablauf,"Dienstreiseverkehr, Freizeitverkehr, Linienverkehr, Reiseverkehr, Klasse, Reiseform, Wiki-form, Form, Arbeitsleistung, Regelleistung, Leistung, Vorphase, Anfangphase, Hochphase, Schüler, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Außendienst, Dienst, Wegzeit, Zeit, Reiseführer, Auswärtstätigkeit, Tätigkeit, Arbeit, Betriebsausgabe, Ausgabe, Roman, Interesse, Dienstgang, Unterrichtsgang, Unterhaltungsbetrieb, Betrieb, Arbeitsanweisung, Dienstanweisung, Lehrkraft, Landschulwoche, Woche, Begriff, Berg, Bürger, Tramp, Dienstreise, Anhalter, Literatur, Regelung, Tag, Jahrhundert, Mensch, Unternehmen, Monat, Erholung, Band, Frau, Geschichte, Soldat, August, Welt, Richter, Beginn, Erledigung, Bestimmung, Durchführung, Bahn, Kraftfahrer, Mitnahme, Autor",0.6975996632561573
Menge,"Fahrt, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Außendienst, Dienst, Sicherheit, Arbeitsort, Ort, Tätigkeit, Arbeit, Aufenthalt, Roman, Schulverein, Verein, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Reisegrund, Grund, Betrieb, Vorschuss, Reiseart, Art, Gastfamilie, Familie, Dienstreise, Teil, Transportmittel, Wohnung, Bedeutung, Regelung, Eisenbahn, Rahmen, Schiff, Mensch, Arbeitsstätte, Unternehmen, Verb, Information, Frau, Abenteuer, Soldat, Gesellschaft, Bestimmung, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.6960752457612612
Handlung,"Transitstaat, Nicht-schengen-staat, Wohnsitzstaat, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Arbeitsleistung, Regelleistung, Leistung, Musterschule, Schule, Außendienst, Dienst, Arbeitspflicht, Pflicht, Erziehungsarbeit, Arbeit, Einzelbeschreibung, Beschreibung, Kennenlernen, Lernen, Schild, Schulverein, Verein, Einsatzorganisation, Organisation, Dienstgang, Unterrichtsgang, Verbindung, Trampertreffen, Treffen, Arbeitsanweisung, Dienstanweisung, Art, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Land, Deutschland, Teil, Transportmittel, Ziel, Privatwirtschaft, Regelung, Eisenbahn, Schiff, Mensch, Unternehmen, Österreich, Schweiz, Information, Studie, Abenteuer, Welt, Erledigung, Dienststelle, Unterweisung, Bestandteil, Durchführung, Bahn, Richtung, Verbreitung, Verbrechen",0.6950939349779993
Position,"Zweck, Ort, Ziel, Bestimmung, Richtung, Stelle",0.6940234590671218
Zusammenspiel,"Außendienst, Dienst, Schulverein, Verein, Einsatzorganisation, Organisation, Straßenverbindung, Verbindung, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise",0.6916113066700833
Planung,"Außendienst, Dienst, Schulverein, Verein, Einsatzorganisation, Organisation, Straßenverbindung, Verbindung, Art, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise",0.6916113066700833
Reise,"Schulreise, Abi-reise, Matura-reise, Austauschreise, Forschungsweltreise, Weltreise, Klassenfahrt, Schulausflug, Fernflug, Flug, Dienstreise, Geschäftsreise, Schulwanderung, Weltumrundung",0.6909904888896385
Fortbewegung,"Schulreise, Abi-reise, Matura-reise, Austauschreise, Reise, Forschungsweltreise, Weltreise, Klassenfahrt, Schulausflug, Fernflug, Flug, Mitreisen, Auslandreisen, Reisen, Dienstreise, Geschäftsreise, Schulwanderung, Weltumrundung",0.6895669609619793
Teileinheit,"Fahrt, Staat, Wagenklasse, Beförderungsklasse, Klasse, Fahrtzweck, Erziehungszweck, Zweck, Reiseform, Wiki-form, Form, Musterschule, Schule, Jahr, Außendienst, Dienst, Sicherheit, Zeit, Ort, Tätigkeit, Roman, Schulverein, Verein, Dienstgang, Unterrichtsgang, Verbindung, Trampertreffen, Treffen, Grund, Vorschuss, Reiseart, Art, Woche, Rechtsbegriff, Begriff, Gastfamilie, Familie, Wohlfahrtsverband, Caritasverband, Dienstreise, Teil, Wohnung, Bedeutung, Regelung, Eisenbahn, Rahmen, Schiff, Mensch, Unternehmen, Monat, Verb, Information, Abenteuer, Soldat, Gesellschaft, Bezug, Bahn, Gruppe, Verbreitung, Verbrechen",0.6892513022775977
Moment,"Vorphase, Anfangphase, Hochphase, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Ausgabe, Dienstgang, Unterrichtsgang, Betrieb, Landschulwoche, Woche, Tag, Jahrhundert, Mensch, Monat, Erholung, Geschichte, August, Beginn, Erledigung, Bestimmung, Mitnahme",0.6890634052279291
Gegenwart,"Vorphase, Anfangphase, Hochphase, Regelarbeitszeit, Arbeitszeit, Austauschjahr, Jahr, Wegzeit, Zeit, Ausgabe, Dienstgang, Unterrichtsgang, Betrieb, Landschulwoche, Woche, Tag, Jahrhundert, Mensch, Monat, Erholung, Geschichte, August, Beginn, Erledigung, Bestimmung, Mitnahme",0.6890634052279291
